	zscore	H_statistic	H_pvalue	S0S2_pvalue	S0S3_pvalue	S0S4_pvalue	S0S1_pvalue
Il18bp	-1.6184808015823364	47.906735677596906	2.2290516013606946e-10	1.426480654419568e-09	1.0	3.524075587956669e-07	1.0171836568107846e-06
Ppp1r2	-1.537843108177185	46.291222525128404	4.917827000932494e-10	4.425288214290395e-06	1.0	1.6658356257268848e-08	4.425288214290395e-06
Lpcat1	1.729784607887268	44.114568559308154	1.4269347697405888e-09	1.6642820461560434e-10	1.0	5.616164930944248e-10	5.0061130540402964e-05
Klf2	-1.5202239751815796	42.220950298826736	3.6015101038786118e-09	2.6122423416721655e-05	1.0	3.223319212327742e-07	1.22337584088687e-06
Tgoln1	-1.594364047050476	33.696302200502764	2.2963096638329004e-07	7.374929263764718e-06	1.0	3.438990060332183e-07	2.485463271073428e-05
Zfp703	-1.5158143043518066	32.5427229320244	4.021452279159611e-07	0.00017415018502684335	1.0	0.009779559576969207	0.00017415018502684335
Tgm2	-1.5149182081222534	32.35312372596303	4.4091698149318325e-07	3.292679394167809e-05	1.0	3.295558143135827e-06	7.2833581108015425e-06
Slc25a37	-1.6033940315246582	27.531879358684822	4.5538544132868454e-06	0.00017022766537325243	1.0	0.002726301563139012	0.0007421547420651667
Ap3s1	-1.560534954071045	25.95498458874221	9.746643501775117e-06	3.2132281866838074e-05	1.0	0.0003565830439976231	0.0003565830439976231
Sde2	-1.5871329307556152	25.580685830650967	1.1673443276343129e-05	1.4795748606780052e-05	1.0	0.00015078705641591897	0.0003367302529861999
Alyref2	1.6989277601242065	25.37871032384446	1.286641331926027e-05	1.0317132108383804e-05	1.0	4.1881857000450065e-06	0.0005611635358066676
Ssu72	-1.5028104782104492	23.550383859514554	3.100463425206864e-05	0.0003143524706651696	1.0	0.00029632440124200776	2.0458564589274624e-05
Armc9	1.727028489112854	22.51848647579413	5.087711058252818e-05	1.2786276809925217e-05	1.0	2.7580040367192208e-05	0.0049932668167299065
Fxyd3	1.731574535369873	22.32071571678097	5.593759813346925e-05	2.193294310317883e-05	1.0	1.3982726751451597e-05	0.004951855645913865
Ces1d	1.730744481086731	22.32071571678097	5.593759813346925e-05	2.193294310317883e-05	1.0	1.3982726751451597e-05	0.004951855645913865
Aldh9a1	1.7278215885162354	21.67979976971606	7.604305439640923e-05	1.4380499179394983e-05	1.0	1.4380499179394983e-05	0.005024540623127028
H1f0	1.7232179641723633	21.659285775981637	7.679364903237028e-05	1.4546029090183295e-05	1.0	1.4546029090183295e-05	0.005046840790435689
Clmp	1.722755789756775	19.12943121034905	0.000257057780411474	5.70415440409118e-05	1.0	5.70415440409118e-05	0.005910094613790019
Gm2000	1.6688621044158936	18.95949354282146	0.000278722255707611	0.0018240287235071456	1.0	0.0002796621020853816	0.0072952000388849065
Il15ra	-1.5982457399368286	17.703123286413017	0.0005064167601043527	0.00021898737276632743	1.0	0.00021898737276632743	0.0023632305202846253
Pik3c2a	-1.5900174379348755	16.45202793964574	0.000915935489818839	0.0009732816620170321	1.0	0.0009732816620170321	0.0009732816620170321
Pik3ap1	-1.5920658111572266	13.495000487277508	0.003679722319538832	0.005391721378325536	1.0	0.005005914183314891	0.005391721378325536
Ggct	-1.5799837112426758	13.104441901332418	0.004416102301645559	0.006013134408552737	1.0	0.006202532567212671	0.006013134408552737
Nos2	-1.6394511461257935	12.622610809120237	0.005528053898265556	0.0032074432430153395	1.0	0.0032074432430153395	0.006274051045075509
