	zscore	H_statistic	H_pvalue	S0S2_pvalue	S0S3_pvalue	S0S4_pvalue	S0S1_pvalue
Ptma	1.6584842205047607	59.22912207418466	8.588601361333261e-13	8.32100686015083e-06	0.0017790315481643405	0.0039026679207165133	1.0
Taf15	1.5301458835601807	59.151544321167535	8.922628234335888e-13	4.183269177829131e-05	8.728177868818999e-05	0.00834163851162357	1.0
Rpl27a	1.694846749305725	59.14784480488989	8.938877672287102e-13	4.087081821448206e-08	1.6422776943748656e-06	1.6959103009800747e-05	1.0
Naga	1.604397177696228	59.08697276837462	9.21053384206155e-13	0.002806824444147059	2.6141880937854957e-05	1.0905535833823038e-05	1.0
Tmem234	1.7048969268798828	58.86186206154877	1.0288803547333698e-12	1.7741904387090944e-11	1.7269953766173263e-08	6.584015759948454e-09	1.0
Calm2	1.625040054321289	58.71919273166687	1.1036598390784226e-12	2.8412769352819778e-06	1.723585816829352e-05	0.0012375408839109484	1.0
Lemd2	1.7308789491653442	58.685367226579395	1.1221716413992696e-12	1.2692831153737715e-13	7.789525566327382e-11	2.1502280349742682e-13	1.0
Pafah1b1	1.5183749198913574	58.16199497324245	1.451530840290457e-12	4.0295972245314e-06	4.664361064824355e-11	0.00010073044547942195	1.0
Chchd2	1.5855762958526611	57.75578747214939	1.7723977747680866e-12	2.6747480444622146e-06	1.1275299231128187e-07	0.0004923653433236111	1.0
Fam32a	1.612520694732666	57.40465417795317	2.1063395494722937e-12	2.778501364637745e-07	2.778501364637745e-07	0.00013890956563782748	1.0
Slc37a4	1.7288795709609985	56.777325447555185	2.8671109435920035e-12	3.4651744245280017e-13	1.4906193960352474e-09	4.415156472760507e-12	1.0
Rpl7a	1.6430619955062866	56.75121805447025	2.904137138907961e-12	2.3336767655669108e-06	4.5057887256034125e-06	0.0007838964436741457	1.0
Pank2	1.6793633699417114	56.57131478987375	3.1726071434725414e-12	1.5168198611390804e-08	4.048327173066812e-06	5.279009802879441e-06	1.0
Sf3b6	1.601301670074463	56.31130897605903	3.6050327265645063e-12	2.9492744069527338e-05	6.651364067202607e-05	0.0053219739473726255	1.0
Cct4	1.7315903902053833	56.22239764524693	3.766036485903133e-12	4.935639653169107e-13	1.7131237941426075e-09	3.135075823417814e-13	1.0
Rtfdc1	1.5130599737167358	56.169182053048004	3.865818550905692e-12	6.204186807601837e-06	4.0341209742292855e-07	0.001120449501221819	1.0
Arnt	1.59579336643219	56.06688885786714	4.065104696443197e-12	2.0506402890903978e-05	0.00015449051171210102	0.005427350753147983	1.0
Tank	1.581333041191101	56.01907574852356	4.161742858133033e-12	1.46755909435559e-05	8.035381114525659e-05	0.004004695916834314	1.0
Atp5e	1.6235584020614624	55.84209831342229	4.5398514666402546e-12	2.5795567545621373e-05	2.631185979123197e-05	0.004263829195322524	1.0
Hk2	1.5406283140182495	55.77527928715112	4.6913741984081956e-12	1.1605851289035356e-05	0.00799177364544926	0.005281362098757837	1.0
Rpl19	1.7273603677749634	55.77310743979316	4.6963831153362735e-12	3.907413178771891e-10	1.7187365959289983e-09	5.5905231257994394e-12	1.0
Abcf2	1.7111783027648926	55.76042855664741	4.725731195457149e-12	4.1343346467507963e-11	6.974222241286023e-07	1.390101864694806e-12	1.0
Rps3	1.7011247873306274	55.2778845527859	5.9900347913732575e-12	3.7189334408572326e-09	1.2553113499049922e-08	6.47729105835646e-07	1.0
Fcgr2b	1.7035574913024902	55.23692446575427	6.111788040255807e-12	2.676604483971221e-08	3.939022479187519e-10	3.939022479187519e-10	1.0
Vps26a	1.55476975440979	55.13536938019961	6.4244335425676165e-12	0.00213780217471007	4.52707080662446e-07	1.5870515164496527e-05	1.0
Irf2bp2	1.6576972007751465	54.86869583585749	7.323619690897728e-12	8.32152422971095e-08	3.071557474408995e-05	4.2446793855177795e-05	1.0
Csf1r	1.7000309228897095	54.52362028036349	8.676319879439566e-12	2.5382051603698895e-09	2.295597266721595e-07	6.270315960667099e-07	1.0
Serinc3	1.5425803661346436	54.392741492892	9.252345477347459e-12	1.017118783778703e-06	1.218240659565162e-10	2.411088067833208e-05	1.0
Rbpj	1.6426490545272827	54.291812152091445	9.722526731382786e-12	7.754363470328209e-08	1.3178051313842208e-12	2.904481875441255e-08	1.0
Ikzf1	1.6607609987258911	54.2039661826005	1.0151151712507935e-11	2.3232167024159985e-06	0.0002400942606858898	0.0008955420121318035	1.0
Gabarapl2	1.5652034282684326	54.18017480209708	1.0270451990926271e-11	3.476099774299921e-05	2.300838060046889e-05	0.005869703681432224	1.0
Rps11	1.6964609622955322	54.16227746608719	1.0361119543230474e-11	2.392767661048377e-08	1.4683599327533619e-08	5.376641923094318e-06	1.0
Rpl34	1.6790204048156738	54.1010760171161	1.0677252352287209e-11	1.0986412887600577e-06	6.555360075930458e-07	0.0003389986172942452	1.0
Csf1	1.6906026601791382	54.05874490547418	1.0901533194118473e-11	2.810154830494928e-10	2.6749699854525684e-11	7.150529090367193e-09	1.0
Rpl28	1.6623270511627197	53.93444402703511	1.1587689757577532e-11	2.325817868359159e-07	9.729199996964276e-07	4.1176206557064666e-05	1.0
Mau2	1.6962789297103882	53.538853822385065	1.4072006560933578e-11	5.237405878018675e-10	8.687086721169467e-08	8.687086721169467e-08	1.0
Rpl35a	1.6886845827102661	53.45182512086316	1.468633149690623e-11	5.792978839917241e-08	5.792978839917241e-08	1.1402381893904084e-05	1.0
Lman2	1.6333693265914917	53.27262705127514	1.603697260220338e-11	1.4811137851686277e-08	8.75684051174725e-10	1.3780615954286962e-06	1.0
Rrs1	1.7193411588668823	53.16843849423336	1.687861012365615e-11	6.1900061422229274e-12	3.173077258636505e-07	1.8928868371829465e-12	1.0
Atp6v1b2	1.6307542324066162	53.149942881609874	1.7032566565947637e-11	9.443393499088358e-05	2.912691523521844e-07	5.563768451748051e-07	1.0
Adgre1	1.6133439540863037	52.96716899461547	1.863149219027273e-11	0.00031296728350715264	7.265254690617504e-07	1.1765678774636094e-06	1.0
Sbno2	1.645799994468689	52.82484209999085	1.9979756242722635e-11	2.3403607355360222e-08	3.0231784944933386e-08	3.05974252276681e-06	1.0
Napa	1.5416375398635864	52.6107310244565	2.219389743753503e-11	0.009170511628844103	8.084207885947452e-06	7.522685261883112e-05	1.0
Nars	1.716718316078186	52.47796982281388	2.3688274530321352e-11	3.544803926259764e-10	1.5861335690490117e-07	7.114213544327713e-08	1.0
Tmem127	1.6413915157318115	52.17267039539349	2.751738966085739e-11	2.1845768283385964e-06	3.7691689918788734e-05	0.0006244375963665001	1.0
Bhlhe40	1.6845821142196655	51.71567703566297	3.4435094806764604e-11	4.792935632157434e-09	1.6147851609235437e-11	7.321252068736571e-10	1.0
Rest	1.5074571371078491	51.69476994696315	3.479017472703675e-11	0.005117944516491641	6.348065289131562e-07	0.00010478846007733564	1.0
Rps6	1.6874380111694336	51.35471955741854	4.1107127090619985e-11	4.079985783912852e-06	3.650185467941865e-05	0.000961760746460107	1.0
Eef1a1	1.6931935548782349	51.1881486494542	4.460752217320262e-11	1.4846221954730252e-05	2.3838670751416616e-08	1.1556920342914508e-07	1.0
Plin2	1.5044840574264526	50.92778445652848	5.068496688776148e-11	6.186686534343493e-06	6.277336961447012e-10	9.646292191577178e-05	1.0
Rfwd2	1.5892493724822998	50.8060108006688	5.3804854707422426e-11	3.880530448452592e-05	0.0003548596896313301	0.006453374088905943	1.0
Vdac2	1.639457106590271	50.52448605220962	6.177207864581598e-11	1.3136678334891851e-06	1.3111079377518014e-09	2.3680290159304568e-08	1.0
Cox4i1	1.6470105648040771	50.374177412064626	6.649800160452925e-11	1.4563058218229375e-07	5.410872705495624e-08	2.0655831832742866e-05	1.0
Olr1	1.5160305500030518	50.29676816986275	6.907110323083201e-11	5.712097045563565e-06	1.9451039396185532e-06	0.0008094348517386713	1.0
Ostc	1.651145577430725	50.234830694499465	7.12013840560669e-11	1.864816002217483e-05	0.003914166908748179	0.003914166908748179	1.0
Fus	1.6698949337005615	50.17628493584935	7.327533234875617e-11	1.3140101822389114e-09	1.1349584968528927e-10	2.1209336298348204e-08	1.0
Zfp655	1.6598879098892212	50.13127312427299	7.4910801836039e-11	7.98770061284367e-06	4.959425037119229e-08	4.959425037119229e-08	1.0
Phf20l1	1.6761314868927002	49.69723638574222	9.267819025978885e-11	2.7755760124805262e-08	5.604665052727996e-06	5.604665052727996e-06	1.0
B4galt7	1.7281532287597656	49.58618247880308	9.786452511820603e-11	2.2469132170650712e-11	7.5328259571405e-08	4.45583147706501e-10	1.0
Sowahc	1.6550939083099365	49.515452768921726	1.0131783641941016e-10	0.0003112275950523554	8.279211012694919e-06	1.6083391296430175e-06	1.0
Pcbp1	1.6899391412734985	49.37124876883143	1.0874023622928659e-10	1.718231907830955e-05	3.4118541288078544e-07	2.238533168349249e-07	1.0
Rplp0	1.6844290494918823	49.259013150282414	1.148911677420829e-10	2.512919004143845e-07	2.512919004143845e-07	3.181504447129714e-05	1.0
Rheb	1.536847472190857	49.2566625155852	1.1502364133759975e-10	1.1243868361398144e-05	1.0365169203517244e-06	0.0009688257062607949	1.0
Rsf1	1.6889026165008545	49.1815682329335	1.1933697642895533e-10	1.2000302756867786e-09	2.8934143762224617e-09	3.4776737457786374e-08	1.0
Rpl4	1.7158807516098022	49.16969110317719	1.2003383530991474e-10	2.524727484896444e-09	7.888099242010375e-06	4.6569026440622386e-07	1.0
Zfp296	1.5737675428390503	49.124523468321684	1.227212612092831e-10	6.8692586378041e-05	0.0009401475841862243	0.009425938716061816	1.0
Ythdf3	1.5607050657272339	48.888388824799186	1.3778114100171942e-10	2.7161662197934883e-05	2.7161662197934883e-05	0.0030516183898020937	1.0
Cnih4	1.6578372716903687	48.88079357938403	1.3829504739017866e-10	2.320907995634269e-08	1.593535853962618e-11	1.7966688658920642e-08	1.0
Ss18	1.6361669301986694	48.75628845182186	1.4699757551396783e-10	1.2244496053660823e-05	0.00017216084610038385	0.0021376357533678656	1.0
Ndufa3	1.5825247764587402	48.74900792513276	1.4752307120137412e-10	8.91489471913212e-06	5.805753155631697e-05	0.0015016485245657831	1.0
Sdf4	1.6584721803665161	48.65176764569807	1.5472433356398606e-10	2.815763610046005e-06	6.364340798351661e-06	0.0004510879964865028	1.0
Zfos1	1.5330548286437988	48.62987770070338	1.5639325859536596e-10	1.4693528809267637e-05	0.00045675137246444614	0.0026275434958626903	1.0
Frmd8	1.6541965007781982	48.59432827145472	1.5914201555602886e-10	2.5534198644758907e-06	0.00040735590080581143	0.0005996696826081768	1.0
Rpl13a	1.681570053100586	48.585118241497476	1.5986199375384416e-10	5.242598806896843e-08	8.406775314926906e-07	6.156345300058322e-06	1.0
Ccni	1.598230242729187	48.58237059130258	1.60077416211749e-10	4.693232628358338e-05	0.0005877348182083746	0.006597379777438855	1.0
2900089D17Rik	1.6302410364151	48.56908983725685	1.611227559013081e-10	0.0036867409050603084	0.00021854178268498726	2.4874807209362764e-05	1.0
U2surp	1.6111449003219604	48.56383342059344	1.6153837457802086e-10	0.0022176352295438235	1.7410621633591703e-05	1.7410621633591703e-05	1.0
Rbbp6	1.7094770669937134	48.4119761682221	1.7401932157643117e-10	1.878305414047361e-10	1.0124614059095638e-08	5.933392264483819e-09	1.0
Rps15	1.7105352878570557	48.35962708740024	1.78541489149442e-10	6.651692736728692e-08	1.5969559490913325e-06	8.24392508549379e-06	1.0
Supt4a	1.6805810928344727	48.22244399433986	1.9095687884888614e-10	1.3294374384042503e-07	5.7233849678047214e-06	1.4599433464685312e-05	1.0
Lias	1.7230656147003174	47.9306515925412	2.2030835168140605e-10	3.311689910601401e-11	1.8765140773709617e-09	3.311689910601401e-11	1.0
Klhl24	1.6643818616867065	47.83570809952956	2.3079907491045546e-10	0.00046232984929287706	3.869546805277867e-06	3.626040723251875e-06	1.0
Gatad2b	1.6067308187484741	47.8241275699854	2.321123454152651e-10	2.579186170376057e-06	7.653988515496624e-06	0.0003949756409789871	1.0
Med28	1.656751036643982	47.569794783648156	2.629140281286137e-10	5.004594544517618e-05	5.327513832970193e-07	5.327513832970193e-07	1.0
Mfap1a	1.7279936075210571	47.453289617466545	2.7835637496156003e-10	6.21268717662905e-11	2.3091611132602211e-07	1.0268740612994607e-09	1.0
Bst2	1.53421151638031	47.411960281639935	2.840495014218049e-10	1.0010639724535602e-05	1.3304957890063316e-10	2.5813404167504594e-05	1.0
Urod	1.723073124885559	47.19754859782331	3.1550619480277583e-10	7.262083620009504e-11	2.339241469523995e-06	9.745500128404898e-10	1.0
Asna1	1.7006213665008545	47.093950057453625	3.319295564228904e-10	1.6581642659018e-05	1.4589832267003941e-05	1.6572620397071962e-07	1.0
Rpl13	1.7148157358169556	46.94726126507193	3.5665530656304313e-10	9.619339468588537e-09	6.59256963772563e-08	4.888746250396268e-07	1.0
Eed	1.5922422409057617	46.84544197851743	3.7489179251290987e-10	1.6064759183770906e-05	0.007426224913852951	0.003451488762053452	1.0
Apbb1ip	1.6625397205352783	46.690121185969595	4.0452118367818474e-10	1.7674276106185097e-07	1.998600994680281e-10	2.4975269067767642e-08	1.0
BC003965	1.6575087308883667	46.6823825784979	4.0605713291029806e-10	1.5664959982249818e-08	0.0007185591198496926	1.0647343595808985e-09	1.0
Cul5	1.701843500137329	46.619147751215365	4.18828228333415e-10	2.9611123726495682e-09	5.928820291788583e-06	1.5189475801923577e-10	1.0
Mien1	1.6104193925857544	46.54637736635159	4.340225707354763e-10	0.0002154392765811082	1.145768283482642e-06	2.789816453527013e-06	1.0
Tra2b	1.6049026250839233	46.26472684173712	4.982042650689383e-10	2.8282372147592985e-07	6.006724465987987e-08	2.0142406296350216e-05	1.0
Csnk1e	1.6161975860595703	46.053206593168106	5.525657493518088e-10	2.906047094718961e-05	6.084492693358136e-05	0.0030429372566029254	1.0
Wac	1.5090683698654175	45.88714735137555	5.993644036748738e-10	7.260231088404605e-05	1.8188121045446784e-05	0.005208756358846202	1.0
Vti1b	1.6230652332305908	45.8733080229483	6.034388991112967e-10	2.2708564266946837e-06	2.8452391600913688e-05	0.0003377463844109412	1.0
Pdlim7	1.5851690769195557	45.80992804630061	6.224553122373792e-10	3.0721354863910365e-05	7.651910472123981e-07	0.0015502279277978133	1.0
Nr2c2ap	1.7285338640213013	45.72809186885385	6.478975838928147e-10	7.611640704070131e-11	1.3055574808256144e-08	7.611640704070131e-11	1.0
Tsc22d3	1.571717619895935	45.674847317365405	6.650061869351444e-10	1.2768964698743996e-05	0.001318462739647255	0.0019205517277082443	1.0
Klhdc4	1.509465217590332	45.674036281669224	6.652702499901189e-10	0.0007578883092296603	1.0939493935248528e-07	3.753993774953507e-05	1.0
Arf1	1.5413784980773926	45.59374434582628	6.919376231682463e-10	6.841265832414819e-05	2.1736514233167566e-08	0.0010634917636249302	1.0
Hmga1	1.6104321479797363	45.57729217173453	6.975323445507688e-10	0.008952794870238182	0.00010111090772829028	0.0001190495949344673	1.0
Psenen	1.5681695938110352	45.57300527722055	6.989975522368366e-10	3.295489317289718e-06	1.1025481708165863e-10	2.4200648091884018e-06	1.0
Unc93b1	1.5654942989349365	45.571802975866625	6.994090358632378e-10	2.7092875949963e-06	7.359625945317218e-07	0.00017727847930038408	1.0
Olig3	1.6682988405227661	45.43699795295967	7.471143083696393e-10	8.100608182687801e-10	0.00031971163014518427	9.176848151757625e-10	1.0
Golga7	1.6943148374557495	45.40426552504761	7.591800671290921e-10	1.3718469073082923e-09	8.927066967364956e-09	1.6639059249607725e-08	1.0
Uri1	1.6681331396102905	45.34751760198057	7.805615038013151e-10	7.760559216256098e-10	0.00031980854752448613	7.760559216256098e-10	1.0
Arl8b	1.6865253448486328	45.318164986390904	7.918559685693439e-10	6.447982774078536e-06	2.8207076777011983e-07	1.1926587213630093e-07	1.0
Cggbp1	1.6062368154525757	45.26405376594079	8.131068568620808e-10	2.19316560708077e-06	2.19316560708077e-06	0.0001949177154141008	1.0
Ubxn1	1.646084189414978	45.17760804363647	8.482448110300936e-10	0.007862024803349523	0.0009577791622595027	7.944092443324845e-05	1.0
Adora2b	1.6722941398620605	45.127287503006016	8.69393210232877e-10	2.7760172903225163e-05	4.117661325736053e-07	4.117661325736053e-07	1.0
Rhog	1.6089093685150146	45.067810156729735	8.950702587385255e-10	5.219641094417302e-07	1.7400220905309395e-09	7.630654457097681e-06	1.0
Rpl38	1.712873101234436	45.06168559037653	8.977569538179004e-10	1.0284512868330548e-07	3.0376781702421857e-06	8.24128084558203e-06	1.0
Atp5c1	1.6529103517532349	45.047217720276365	9.041356887537182e-10	1.6591781229372382e-05	0.008015963832468736	0.0030223934475637816	1.0
Invs	1.7292722463607788	45.013347460627934	9.192463775328063e-10	1.1692193824446808e-10	4.014534558568136e-08	3.3048751451831454e-10	1.0
F7	1.6826483011245728	44.99445656709002	9.277835890001027e-10	8.658338739104701e-05	3.1405832599612114e-05	1.1385613548906337e-06	1.0
Rps7	1.6897670030593872	44.912933121227766	9.655436944087009e-10	1.3768729338789954e-06	1.5099774178314702e-05	9.670795006765653e-05	1.0
Adh5	1.7209705114364624	44.68685698550458	1.0784843847557286e-09	2.0379762097194504e-09	6.471932510416768e-06	2.340708977502324e-10	1.0
Sec31a	1.7315278053283691	44.657405113567705	1.0941380141005545e-09	9.91460317489919e-11	8.839903271460672e-08	9.91460317489919e-11	1.0
Ppp2r5e	1.6779366731643677	44.62860432442132	1.1096650816411515e-09	2.4551680517992515e-05	0.002057388315271539	0.0030915806549978654	1.0
Rps8	1.7130721807479858	44.518582900936806	1.171033587890856e-09	6.130922777038033e-08	5.901904241222685e-07	3.3801127388471806e-06	1.0
Ost4	1.624674916267395	44.46393727378469	1.20276295093485e-09	1.2974978755206622e-05	6.972095796568234e-06	0.0009573180384787927	1.0
Appl1	1.7200127840042114	44.36610201989804	1.26173045250972e-09	3.143807570937597e-10	2.3496940860740497e-08	2.127733561338772e-09	1.0
Pxn	1.5557758808135986	44.34944980640805	1.2720509221407225e-09	5.932195422391486e-05	5.698696305287514e-10	5.932195422391486e-05	1.0
Bclaf1	1.6797009706497192	44.20786923719548	1.363274844185043e-09	9.365456465536323e-07	0.00015234137272744912	9.810641002583807e-05	1.0
Ssh1	1.7119696140289307	44.178018571272204	1.3833273460116819e-09	3.991891528325868e-08	1.7055702316486253e-05	4.620356838641998e-06	1.0
BC005537	1.500813364982605	44.16899426205159	1.3894473299314702e-09	0.0015496469115714251	3.446473334357658e-08	0.00013678198940749738	1.0
Gnas	1.6086578369140625	44.09941944226855	1.4375478159132133e-09	2.968974268362255e-05	2.8292477091786538e-05	0.002461043311397503	1.0
C3	1.5029160976409912	44.033451283450425	1.4846902839106787e-09	1.814218645645357e-05	3.839412085370194e-10	1.814218645645357e-05	1.0
Rbm3	1.6794008016586304	43.880532061642604	1.5999951350910227e-09	6.314048584481056e-07	9.96516617336924e-06	3.6643000667143195e-05	1.0
Morf4l1	1.6258759498596191	43.833638356761405	1.6371152176934782e-09	4.615124048336007e-06	9.918330419440835e-10	6.853018156691749e-07	1.0
Tonsl	1.6206440925598145	43.83092578973465	1.6392885618318101e-09	2.6674000254064198e-05	8.73605487355468e-06	0.0018437899371281249	1.0
Btf3	1.6997532844543457	43.75599948013909	1.7004733825107514e-09	6.840211124276039e-09	5.6470182992364e-09	1.0325301720401225e-07	1.0
Rps26	1.7279961109161377	43.727308486832094	1.7245019192755387e-09	7.535204364211047e-10	8.915288275883093e-09	4.693656964892102e-09	1.0
Caprin1	1.6855454444885254	43.605877062748135	1.8300132935397843e-09	0.0011390634677193698	0.00011725230816470534	1.0616576684335393e-05	1.0
Dync1i2	1.5793076753616333	43.59970327567617	1.8355467109814882e-09	4.7654794263662825e-06	6.528342823545007e-07	0.00021415249643545194	1.0
Abi1	1.513427734375	43.59770834741803	1.8373382880211356e-09	0.00011827580302643495	3.4315238003248143e-06	0.004086097588833749	1.0
Shoc2	1.6200729608535767	43.32686975003035	2.097520210873806e-09	4.5650355770337105e-05	0.00011200121892786449	0.0036839226806238247	1.0
Eif3h	1.7134361267089844	43.31004169569585	2.114850209693002e-09	5.752667588670017e-09	2.015755674484568e-05	3.2603297059775013e-07	1.0
Bcl3	1.5466341972351074	43.099390540252394	2.344277942920953e-09	2.6340896535844077e-05	7.4809187628225815e-06	0.00146394503599733	1.0
Dtx4	1.6946475505828857	43.093703846867335	2.3508046622748396e-09	2.8249092934810173e-06	2.2899706972553145e-07	8.423860620216324e-08	1.0
Srrm2	1.6129872798919678	42.9911558423964	2.47166564510594e-09	1.6512285818272685e-06	6.590425720749856e-10	5.517786957171555e-06	1.0
Angel2	1.519052505493164	42.777041688159606	2.7443984971426118e-09	0.001654888219255039	1.179436103725994e-05	3.0198320325508914e-05	1.0
Rps5	1.7072274684906006	42.716761368687926	2.8264680119190016e-09	1.8024436373731056e-06	8.522787658861609e-08	7.577627757495063e-08	1.0
Zfp639	1.7293994426727295	42.710121730960225	2.835656222463796e-09	3.203568243470338e-10	4.788326566791138e-07	6.439205755398162e-10	1.0
2810454H06Rik	1.7273294925689697	42.618404138764774	2.965674407989626e-09	2.5987924341903578e-09	1.6230611348611242e-06	8.023665531367398e-08	1.0
Txnl1	1.6742744445800781	42.61712462335435	2.967529737168814e-09	1.2621745670697438e-05	2.3781693856928818e-07	2.3781693856928818e-07	1.0
Rsrc2	1.654793381690979	42.528927721133165	3.0982518332080548e-09	5.319038814903624e-05	1.327360093766676e-07	1.3920604518560032e-06	1.0
Pkig	1.6420191526412964	42.398188827581905	3.3026853880837954e-09	0.00016370457982596668	5.576215506218447e-05	2.9926716413095474e-06	1.0
Atp1b3	1.514227271080017	42.37871772969786	3.334263797153901e-09	1.739634430052825e-05	9.150631913528197e-10	2.7177832492283857e-05	1.0
Fam132a	1.7266243696212769	42.34118501937268	3.3959882458730754e-09	1.6748783452787746e-09	6.219217567119253e-08	5.566361509088866e-10	1.0
Rbm47	1.5576691627502441	42.2920262546672	3.478562125154134e-09	2.3536270129202528e-05	7.092502846447705e-06	0.001077356614167348	1.0
Hspa9	1.6818348169326782	41.868804054692426	4.277740137974569e-09	0.0005449621826737702	0.001098969642013675	3.517405493824479e-06	1.0
Rpl6	1.688095211982727	41.70386440522168	4.636730003247597e-09	4.859798543786035e-07	4.859798543786035e-07	3.037988189430654e-05	1.0
Tnpo3	1.6625889539718628	41.39619799681691	5.388713789140926e-09	8.588678894048291e-06	0.00027148827833320453	0.0008305727324973501	1.0
Iqsec1	1.5972732305526733	41.344184244084126	5.527376855213219e-09	0.0019054716246111846	7.878006264110097e-07	0.0001286464518897103	1.0
Ubap2l	1.6529579162597656	41.27623516806086	5.713904893981535e-09	9.855131379501898e-05	1.8026807696841488e-07	3.2280788657688102e-06	1.0
Crebrf	1.6634540557861328	41.27493974089678	5.717521404810135e-09	7.0792762298253995e-09	7.0792762298253995e-09	5.674353539137684e-08	1.0
Acadl	1.6112171411514282	41.271340316854996	5.727582109640265e-09	4.071815205314501e-06	7.583112759102539e-06	0.00014106426976986917	1.0
Sec24a	1.6751405000686646	41.033525554309556	6.433009963454742e-09	9.107887371929835e-07	2.3851045259213065e-07	4.615072675887766e-08	1.0
Zbtb7a	1.6825010776519775	41.0230090878375	6.4661342796391804e-09	9.578041337553118e-07	4.104170870722555e-08	4.104170870722555e-08	1.0
Mthfs	1.6696388721466064	40.963761225688906	6.655959648945009e-09	7.05140386645804e-06	0.00010791053474917429	0.0006152016276298273	1.0
Zfp384	1.7254600524902344	40.93309244622025	6.756396087694787e-09	3.9360236292160496e-09	5.323654523027925e-07	6.870767130623781e-08	1.0
Rpap2	1.7307335138320923	40.79051819083013	7.243553222460636e-09	1.5320218096730815e-09	2.5758514567812175e-07	9.477504108927853e-10	1.0
Tubb5	1.6826940774917603	40.53768239835687	8.195322716033907e-09	1.8156150976233133e-07	0.0007770943078436666	1.1689828945250764e-05	1.0
Rap1gds1	1.6516014337539673	40.53251976176152	8.216005643308248e-09	4.354856136114686e-05	0.001058401867734711	0.003396770110176014	1.0
Gls	1.6915744543075562	40.52555027000111	8.244010050459975e-09	8.741822857165112e-09	2.3107327610226134e-08	3.779439581274259e-08	1.0
Ndufb7	1.7166392803192139	40.522126954827485	8.257800313253122e-09	7.615020650261743e-09	1.5664033424420627e-06	1.876924747888308e-07	1.0
Ywhaq	1.7145800590515137	40.492536878394894	8.3779634816612e-09	1.8594805549468938e-07	0.0005662598200627183	1.2559219160101752e-05	1.0
S100a4	1.7302052974700928	40.38376956353621	8.83486391190672e-09	1.0170837163013574e-09	1.3618655655545872e-07	1.0170837163013574e-09	1.0
Ewsr1	1.6801574230194092	40.35301192004701	8.968524459749117e-09	0.00036349775418374503	7.667388416800169e-05	8.983237354936694e-06	1.0
Csnk1g2	1.674058198928833	40.34905503091194	8.98586552441846e-09	2.9916388533306174e-06	0.00010540143281435288	0.00013492819559334234	1.0
Pbdc1	1.6519116163253784	40.348140451995974	8.989878428709994e-09	2.6144200221160475e-05	6.169660921477668e-06	6.378612093028662e-07	1.0
Gm9958	1.731214165687561	40.21098057750335	9.612415043973979e-09	9.619156082754225e-10	2.585441322471684e-07	9.619156082754225e-10	1.0
Iah1	1.67192804813385	40.189889639840125	9.711889064795505e-09	1.770963497765231e-05	1.1293960573109559e-06	6.123352581941767e-07	1.0
Uqcr11	1.6836827993392944	39.98600068881881	1.0728143642195805e-08	3.6788230436222425e-05	0.0034628506472568652	0.0034628506472568652	1.0
Rpl10	1.7254865169525146	39.92013360583609	1.10786322385974e-08	3.054262750351896e-09	7.611813246223991e-07	2.8590291215838573e-08	1.0
Zfand3	1.5392980575561523	39.90577374872856	1.1156548881875014e-08	4.341149992462751e-05	2.252593051240431e-05	0.0019138919706013972	1.0
Ran	1.6895489692687988	39.76598146847597	1.1944253594990987e-08	2.0018617210240186e-05	9.51526009224928e-07	7.77368064643985e-07	1.0
Mob1b	1.7200244665145874	39.76163755014061	1.1969601044492206e-08	4.8902108281292665e-09	2.7850590892675064e-08	3.5855751621589065e-09	1.0
Cdk6	1.6401387453079224	39.744939255022175	1.2067539450101765e-08	4.375245516026906e-05	0.0009810855502667612	0.0031611270759624908	1.0
4930599N23Rik	1.693694829940796	39.688501649750165	1.2404518376595938e-08	3.0822816937492243e-07	1.917263346767777e-06	9.117456338000718e-06	1.0
Col15a1	1.6854108572006226	39.66891815573356	1.2523631135406963e-08	0.0024251787792451277	0.0001908619247896666	3.887794261685656e-05	1.0
Mgat4b	1.7085001468658447	39.6508269730164	1.2634682061370255e-08	9.427349090688976e-05	0.0011446442201401767	1.696996174875749e-06	1.0
Ptp4a1	1.5852782726287842	39.571932046706564	1.3130582020097034e-08	4.002957174256276e-05	1.2132528381891265e-08	0.0001779068376264498	1.0
Renbp	1.6820155382156372	39.45336445480567	1.3912645346413868e-08	1.2420396757704627e-05	4.956713325473408e-06	3.7554484150145163e-07	1.0
Scamp2	1.6916778087615967	39.405798765706656	1.4239308231968107e-08	4.6701978950859266e-07	3.481378443767515e-06	1.4959206626995255e-05	1.0
Tnfrsf23	1.5546073913574219	39.37319976181518	1.4467598868113705e-08	6.463415124259912e-06	1.0308436093633315e-07	0.0001109952279464592	1.0
Snrnp70	1.65224289894104	38.878042851517066	1.842048270529661e-08	3.201180669744399e-06	1.0697020879439887e-05	0.00011364995355490249	1.0
Vapa	1.6054606437683105	38.73407676654107	1.976040644011705e-08	4.517537058434576e-06	2.6441411389898454e-09	4.517537058434576e-06	1.0
Map3k4	1.6722544431686401	38.628814124731136	2.080131845981765e-08	1.7245350562296012e-08	0.0009664260838179189	3.165603627796192e-08	1.0
Med13l	1.6482161283493042	38.54151273341672	2.1706034501361263e-08	8.03435384052682e-06	8.03435384052682e-06	0.00024942445691017716	1.0
Celf1	1.722657322883606	38.477059776869076	2.2399090277269178e-08	6.9604046279183944e-09	4.630391026830975e-08	1.0914823717675586e-08	1.0
