	zscore	H_statistic	H_pvalue	S0S2_pvalue	S0S3_pvalue	S0S4_pvalue	S0S1_pvalue
Rbck1	1.6689655780792236	38.47532123958696	2.2418087561001664e-08	2.0985084213918775e-06	2.0985084213918775e-06	8.152342456306787e-05	1.0
Rpl5	1.7090011835098267	38.45999508025218	2.2586256756858243e-08	3.4226058801706774e-06	6.81865610773022e-05	0.00011006798200197055	1.0
Dimt1	1.6705105304718018	38.458625034119905	2.2601351055611536e-08	2.5768585280396606e-08	0.0009613754867196849	1.8744465219781953e-08	1.0
Cd2bp2	1.7102930545806885	38.42568440610249	2.2967318638932485e-08	1.158641287124195e-08	3.4338391047123317e-08	8.527918534671816e-09	1.0
Rpsa	1.684900164604187	38.36292050036754	2.3681080688008984e-08	2.4899215941395146e-06	0.0006664241727724025	0.00012021508396937122	1.0
Umad1	1.7151741981506348	38.35484297929133	2.3774534297171117e-08	1.2132395694520495e-07	0.00012274101611317	5.330713524597743e-06	1.0
Pkn2	1.6062159538269043	38.305563845586455	2.4352705133516588e-08	1.8586681816544366e-05	2.0998020702033924e-06	0.0005361593757799389	1.0
Ddit3	1.6294934749603271	38.304821476574496	2.4361521544530707e-08	4.461533074711942e-06	1.2240677201539441e-08	9.103975094662159e-07	1.0
BC049715	1.7231820821762085	38.22817788639495	2.528911059899338e-08	4.346835480801094e-09	5.100046541368715e-05	4.346835480801094e-09	1.0
Aim2	1.6931946277618408	38.1741688839353	2.5963868016902123e-08	2.481374213301818e-06	0.0030320243454932225	0.00010321686757823475	1.0
Slc9a3r1	1.6780116558074951	38.05753698083945	2.7482967493497172e-08	5.923505834445862e-07	6.927320338680038e-07	1.032004070408248e-05	1.0
Scrn3	1.7263450622558594	38.033237455964205	2.7810466898760642e-08	9.677967608725265e-09	2.02644146261771e-06	1.0009790283923998e-07	1.0
Pcgf5	1.5852946043014526	37.991690210822554	2.837947841712853e-08	7.535045192929802e-06	3.3530891575373967e-06	0.0002844201935834761	1.0
Runx1	1.5391474962234497	37.9738419505664	2.8627476176136503e-08	0.00020497043158957808	0.00016686052967378688	0.008116974432992728	1.0
Naa60	1.6769046783447266	37.912812981203516	2.9491928181925022e-08	1.0146706406474707e-06	8.025423840161822e-06	2.9510842446693623e-05	1.0
Jtb	1.683026909828186	37.83640203613505	3.0611103657085344e-08	0.0004561263634626609	0.0001326315204102627	1.5018801864911233e-05	1.0
Alkbh5	1.5905447006225586	37.76704245353017	3.166367911077003e-08	0.0023467095581444536	4.409787721788571e-05	4.409787721788571e-05	1.0
Ate1	1.6956559419631958	37.749648012948526	3.193327161533418e-08	1.5491531293726795e-06	3.8686697676822085e-05	5.5560104444257574e-05	1.0
Abracl	1.6584035158157349	37.62576476789488	3.392076973050679e-08	3.794856782010233e-05	3.794856782010233e-05	0.0010942925912476849	1.0
Tusc1	1.726430058479309	37.583623344530714	3.4624639536707844e-08	8.618136109315263e-09	2.3162629148081972e-07	6.54356168089694e-09	1.0
Rab1b	1.653274416923523	37.46311585401964	3.671894965329496e-08	0.00016792517439526847	0.0017345332624054094	0.008191978563269671	1.0
Gatad1	1.7010141611099243	37.45634866007472	3.684023929502119e-08	4.731181729831678e-06	0.00020329256484181898	0.0002029156795087578	1.0
Rpl26	1.708336353302002	37.38851210803393	3.807841423239174e-08	7.429198028283716e-08	7.429198028283716e-08	7.514590202194842e-07	1.0
Aars	1.7300583124160767	37.270713023175105	4.0328068167806925e-08	8.400530770890667e-09	1.1291837895607814e-06	5.717798707285117e-09	1.0
Eif2s2	1.7166029214859009	37.20176694832938	4.1705836125273225e-08	1.415516418528092e-06	1.2599043571902774e-07	1.2599043571902774e-07	1.0
Hnrnpu	1.6855981349945068	37.195415174424205	4.1835105931638596e-08	1.6170956182783087e-05	0.0007848228105242688	0.0007848228105242688	1.0
Relb	1.5029176473617554	37.154465638760584	4.267816036854167e-08	0.00023228150486287924	1.851187351958577e-08	0.00023228150486287924	1.0
Ttc14	1.725812554359436	37.14687143425317	4.2836361922548906e-08	5.561436810473835e-09	4.085240733642938e-07	5.561436810473835e-09	1.0
Mrpl41	1.6544322967529297	37.068603927788345	4.4501334732525114e-08	9.341303118144504e-07	3.9456016156416933e-08	1.7515273255237958e-07	1.0
Pecam1	1.7089228630065918	37.06383582186388	4.460482936540071e-08	7.769635748589539e-08	2.503374448439982e-06	1.1258551486762003e-08	1.0
Ppp1r9b	1.7045347690582275	37.00937708835327	4.58040772826548e-08	2.2912214700197733e-07	6.112719574730206e-06	6.112719574730206e-06	1.0
Sirt7	1.5935643911361694	36.986248040218264	4.632309862625404e-08	1.4013226214366949e-05	5.632490269729292e-06	0.00044589206749672314	1.0
Scarb2	1.6434019804000854	36.97252187730572	4.66338896353226e-08	1.4248937466251144e-05	1.4248937466251144e-05	0.0005077103581038086	1.0
Acsl1	1.6728558540344238	36.94643635229479	4.723027442892269e-08	0.0005400268392623466	0.00018907298991915428	1.9494997593555946e-05	1.0
Cul1	1.7099703550338745	36.837408753573435	4.980649937287648e-08	2.977225366225349e-05	7.080292536574874e-06	1.2949194759825418e-06	1.0
Eif4e	1.6542161703109741	36.74087714208186	5.2204329436354903e-08	0.006546874950740887	0.003328154147707394	0.00013260472724432713	1.0
Tceb2	1.6034413576126099	36.74083083164064	5.220550701123934e-08	7.112114095184657e-05	1.4841724983559593e-06	0.0009363305084908151	1.0
Neu1	1.612601399421692	36.71917226745188	5.2759154978957137e-08	0.0001408288690025031	2.014308297998239e-07	1.2381841487010308e-05	1.0
Tgif1	1.5086807012557983	36.67517974790993	5.3901830633876994e-08	0.0034596240724500313	2.252924444637016e-07	0.0009240492290145504	1.0
Aff1	1.513269305229187	36.57942927790155	5.6475036428964854e-08	0.00037535904607518	2.97045315809399e-05	0.009085723416642117	1.0
Tctex1d2	1.64693284034729	36.56035494274457	5.700211055314698e-08	4.7635088334462934e-05	2.307842551069059e-06	2.307842551069059e-06	1.0
Brix1	1.7308475971221924	36.53356746508373	5.775062260842176e-08	1.661364383177011e-08	4.340547969631688e-06	8.090638836056641e-09	1.0
Hsp90b1	1.6486753225326538	36.4974531434791	5.877531018855525e-08	0.00014324363186568397	0.003035690858051609	0.00685538717769316	1.0
Fbxo33	1.6339277029037476	36.49141090265468	5.8948513556745374e-08	4.461616032838104e-05	4.461616032838104e-05	0.0012622676614201234	1.0
Rpl31	1.6588505506515503	36.38064017141018	6.221567495889425e-08	1.493615991896343e-06	1.493615991896343e-06	4.043804570497703e-05	1.0
Rpl23	1.7084088325500488	36.298019305859036	6.476974162798451e-08	1.8062053620024629e-06	7.478367410237419e-08	2.8329906337077696e-07	1.0
Tmem30a	1.6535531282424927	36.29471942985075	6.487389728485231e-08	7.501705697925682e-06	3.0118064255402382e-05	0.00017162464170357856	1.0
Etfdh	1.6610016822814941	36.22406967858027	6.714441455040717e-08	2.4184344895927435e-08	0.00031079767474479424	5.273594656508841e-08	1.0
Efr3a	1.706661343574524	36.170078363525505	6.893291230342832e-08	3.808071855328145e-07	8.690739749742117e-06	8.690739749742117e-06	1.0
Tmcc3	1.688737154006958	36.09895999114871	7.136155412356839e-08	3.5743953951636407e-07	1.6546892593532059e-06	4.626814242732233e-06	1.0
Setd1a	1.7174617052078247	36.09786773856521	7.13995123784735e-08	3.034086784311008e-08	5.293538508444115e-07	1.8718447677748868e-07	1.0
Mphosph10	1.699939250946045	36.05519957648336	7.28982114200132e-08	9.27450924633101e-05	9.27450924633101e-05	2.776990274849285e-06	1.0
Ubr2	1.7199018001556396	36.0460552124532	7.322346798401332e-08	7.4660007534301e-08	1.4332624155029797e-05	1.414427813294333e-06	1.0
Btbd19	1.711334466934204	36.036382396850115	7.356909834470808e-08	3.815360823189615e-08	2.859872769658193e-07	2.0819358702473342e-07	1.0
Tti1	1.725204348564148	36.03260608438777	7.370447577325536e-08	1.4825100731786396e-08	4.190566701695276e-07	2.5781121288121794e-08	1.0
Rcsd1	1.6501601934432983	35.939108529648955	7.713676546353966e-08	5.587490325009381e-05	6.566567393135048e-05	0.0018843133003021088	1.0
Zfp646	1.7058954238891602	35.90792946246926	7.831647131681903e-08	1.8922945005660442e-08	1.2355271279004136e-05	1.2259531216364485e-07	1.0
Bach1	1.5216909646987915	35.89812390943308	7.86911896258062e-08	9.067777793706733e-05	3.7511354840755767e-07	0.0007529591240794475	1.0
Cct5	1.730605125427246	35.88906634738754	7.903891394347902e-08	1.301413670457931e-08	8.447071345586725e-06	4.41141147065007e-08	1.0
Prrc2a	1.5438686609268188	35.826931552597074	8.146602081005542e-08	2.7189345846424073e-05	2.3239627104013553e-05	0.0007386616006642183	1.0
Mrps34	1.7231059074401855	35.76573335822705	8.392927423353777e-08	2.2152258362680736e-08	7.113025030804354e-07	8.988048954483872e-08	1.0
Pcbp2	1.6432323455810547	35.73285461998709	8.528322539888043e-08	2.4802538207994777e-05	4.662318699127158e-05	0.0004684580390144589	1.0
Manba	1.6802000999450684	35.64918810318225	8.882780142070296e-08	1.550757910323727e-05	0.00011427364598777695	0.0003560531119589803	1.0
Timp1	1.7310314178466797	35.58546292533999	9.162591367894535e-08	1.6707010500847467e-08	1.999049179290948e-06	5.5030979779498966e-08	1.0
Usp37	1.7234961986541748	35.58359091607314	9.170942913016239e-08	3.7570884140560104e-08	5.3743349690343106e-05	3.702165317325954e-07	1.0
Syngr1	1.6941543817520142	35.45254856274005	9.774848192037743e-08	0.0006617066548200629	0.0009090920583239488	1.9052849021695508e-05	1.0
Itsn1	1.6854712963104248	35.342963435635816	1.0310244915473134e-07	1.3341131063441264e-06	9.72945249402822e-07	1.8112735467809772e-07	1.0
Sirpa	1.6582609415054321	35.31250860785914	1.0464169385087313e-07	9.245012213364162e-06	1.1380627450515227e-07	1.3671888984932605e-06	1.0
Itpk1	1.6788158416748047	35.245582342301454	1.0810536602646458e-07	9.234154376754518e-06	6.154310671289353e-05	0.00018573312745003066	1.0
Hsbp1	1.6583948135375977	35.2243357878589	1.0922871124351792e-07	1.0866376921297206e-06	1.0482212229694048e-07	2.3804823157809838e-07	1.0
Mrpl43	1.6915611028671265	35.20334945069883	1.1034973942565221e-07	5.738481810058659e-08	6.49387572848994e-08	5.738481810058659e-08	1.0
Wls	1.6867682933807373	35.126177665629015	1.1457172227676821e-07	8.691171126811562e-07	4.590272254949592e-06	1.2789663574363395e-05	1.0
Ugdh	1.701827049255371	35.011309835640745	1.2115654177521112e-07	5.106760703761429e-06	0.00018154538131552952	0.00018154538131552952	1.0
Tmed2	1.6023471355438232	35.007199454534515	1.2139904672465844e-07	9.311286316548311e-05	1.4679143081938072e-07	0.00036967454743605445	1.0
Tbc1d15	1.6321067810058594	35.00629260582376	1.214526143588215e-07	3.966436929816192e-05	1.5355600694734608e-07	5.514778334066051e-06	1.0
N4bp2l2	1.6736479997634888	35.000439652321504	1.2179891700663127e-07	1.0260218986823323e-07	1.0260218986823323e-07	3.900945462230804e-07	1.0
Hbp1	1.635229468345642	34.937164902445474	1.2560623375389658e-07	1.0216547105445871e-05	2.343185725743139e-08	1.5861253150610405e-05	1.0
Pum2	1.5314035415649414	34.93144145001051	1.2595642620219736e-07	0.0003875096607502887	8.844109726388654e-05	0.008030077090501879	1.0
Thoc2	1.62273371219635	34.89161197954551	1.2842055880599777e-07	7.875036470008918e-06	7.875036470008918e-06	0.00022597514383606795	1.0
Eva1b	1.6959927082061768	34.76130564435677	1.3682353531632566e-07	7.484663799536046e-08	0.00017781075953115954	7.453462415451381e-07	1.0
Rmnd5a	1.7027461528778076	34.72817051725887	1.3904645562071244e-07	2.2339731490383267e-07	0.0001792193813191506	4.6236250028656905e-06	1.0
Traf7	1.6903938055038452	34.6965556642858	1.4120099138450437e-07	4.765395719821877e-07	1.3592194031273353e-06	4.182466441913931e-06	1.0
Med21	1.5236936807632446	34.65070882073448	1.4438478240318655e-07	0.00020567878310689288	0.00346580209610867	0.007953179153060558	1.0
Sar1b	1.6775927543640137	34.62216945006024	1.4640276469462624e-07	0.00024169580680848582	0.00017280890925248758	1.170181580002879e-05	1.0
Rap2b	1.7160578966140747	34.60656554894682	1.4751797838570522e-07	2.3516149188705167e-06	4.355662144396724e-05	1.4125061808461022e-07	1.0
Cebpg	1.684430480003357	34.56054640790797	1.5085661116254928e-07	7.2830201410242e-06	7.2830201410242e-06	0.00014346158027568566	1.0
Zzz3	1.619913101196289	34.5196072965814	1.5389004741489592e-07	0.0019427159015828197	7.428999117519893e-05	7.428999117519893e-05	1.0
Lrif1	1.6027911901474	34.42520091746834	1.6111937155752209e-07	0.003060175664254621	4.520990056166602e-05	0.00021742231127412122	1.0
Ccl9	1.6646345853805542	34.27715296400955	1.7314515235323225e-07	7.787994210783054e-05	0.003814982795485835	0.003814982795485835	1.0
Sh3yl1	1.7285606861114502	34.25211227865345	1.7526601014765032e-07	2.4296511515506196e-08	1.067714115299316e-06	2.4296511515506196e-08	1.0
Tlr3	1.730481743812561	34.18182320188488	1.8135884703000297e-07	3.0724457251432904e-08	2.0699414652816586e-06	3.218854756589859e-08	1.0
Mif	1.6136854887008667	34.15690257134482	1.8356943244218434e-07	0.008447851617489063	0.0003755149922556246	0.0003084572774172618	1.0
Cited2	1.6386507749557495	34.10524046550797	1.8823818091724617e-07	2.7756211899554374e-05	5.074337856996529e-05	0.00042264984666955173	1.0
Ipo4	1.7306623458862305	34.05393776709842	1.9299175096298043e-07	2.6640322193684032e-08	2.071399245856157e-06	2.6640322193684032e-08	1.0
Mink1	1.7306623458862305	34.05393776709842	1.9299175096298043e-07	2.6640322193684032e-08	2.071399245856157e-06	2.6640322193684032e-08	1.0
Klhl25	1.6745376586914062	33.864550447836905	2.1160132192436045e-07	0.00011794261261290518	0.000622682694288871	0.004028551349229093	1.0
Psd4	1.6663362979888916	33.853276660164305	2.1276396740274055e-07	5.905266003605526e-05	0.0006213531517612253	0.0013588783397070463	1.0
Arfip2	1.7255687713623047	33.83066403131583	2.1511522724320114e-07	5.430944410654865e-08	2.395954849727372e-06	2.1654792312232048e-07	1.0
Rsrp1	1.6997463703155518	33.73937234092275	2.248744525811735e-07	3.8126589525072817e-07	1.2268448208628102e-07	2.4868851544227423e-07	1.0
Ube2n	1.6386168003082275	33.70214650685767	2.2897969867342695e-07	3.342677546598484e-06	1.3026706117262999e-06	4.586680952757697e-05	1.0
Ypel5	1.5843358039855957	33.677877543516914	2.3169627067021353e-07	6.10551088684691e-05	2.0681613877268557e-06	0.000569504166406662	1.0
Spg21	1.5603622198104858	33.656895452087205	2.34070842584601e-07	0.00046712041888833636	2.3280761321189243e-06	3.465705047615059e-05	1.0
Arhgdia	1.5376394987106323	33.626272210026	2.3758018969391468e-07	0.00016896348940932562	6.763792662762704e-08	0.00016124247783463013	1.0
Irak1	1.7269155979156494	33.600115140710145	2.406192875217263e-07	1.261881750951116e-07	9.112063940020011e-07	6.017596198778122e-08	1.0
Afg3l1	1.725874662399292	33.47171620297359	2.561097750326e-07	1.431171835411599e-07	1.0270670390030482e-05	1.4167392944644298e-06	1.0
Pik3ip1	1.5940314531326294	33.323613975602576	2.752176360357937e-07	4.222336774690369e-07	0.006879059573844422	8.52301636392478e-07	1.0
Carnmt1	1.7045968770980835	33.30143499652719	2.781991352433286e-07	4.5086842738114016e-05	2.3614861359852603e-05	2.964315694854293e-06	1.0
Ube2i	1.6081982851028442	33.283479638419735	2.806364587747417e-07	0.0004516434954314858	4.3639759649300074e-07	0.00011550172203087503	1.0
Gm16586	1.6808228492736816	33.17307602085134	2.9609862029267093e-07	4.1498091151807185e-06	4.1498091151807185e-06	8.227885506435226e-05	1.0
Srrm1	1.6635477542877197	33.167968493029534	2.9683416603051607e-07	4.472672168843915e-06	3.1635750838379605e-07	2.8466888222306803e-05	1.0
Nol12	1.717061161994934	33.15247128143518	2.9907713410258483e-07	1.0915742123878422e-07	1.019481860090533e-06	3.8527365727184986e-07	1.0
Cox7b	1.6782221794128418	32.972691914954886	3.2636736105061306e-07	2.9399475805398884e-06	2.9399475805398884e-06	5.017693079666055e-05	1.0
Cib1	1.660980224609375	32.808417100347796	3.534716503999413e-07	1.6066645309935037e-05	1.6066645309935037e-05	0.00022971874074925326	1.0
Esco1	1.6466193199157715	32.76206076662102	3.6151882203094925e-07	0.0015431875643851427	0.00043445907878837437	9.465669314357048e-05	1.0
Rpl8	1.7028014659881592	32.75795599119546	3.622401389316816e-07	1.1377575069723559e-06	1.5194478975515805e-06	6.861269297800512e-06	1.0
Ndufa7	1.647676944732666	32.729191843898725	3.6733522337039214e-07	1.3232641095774525e-06	8.503073968895494e-08	1.3232641095774525e-06	1.0
RP23-6I17.1	1.6763830184936523	32.71941411334018	3.69083425461877e-07	6.80037468727113e-05	3.645534284733538e-06	4.539812545086775e-06	1.0
Desi2	1.6904784440994263	32.677003486559755	3.767628476585758e-07	3.4004906422194923e-07	2.0558991390511998e-07	2.0558991390511998e-07	1.0
Rps19	1.7194292545318604	32.674704817600606	3.771836018190813e-07	1.2553452155246658e-06	0.00017345279488511966	2.8443633923600193e-05	1.0
Phf7	1.7146538496017456	32.606523597308424	3.8987923601465635e-07	3.202903254513365e-07	1.0586963430436653e-06	1.2609306419934098e-07	1.0
Rpl18	1.69050931930542	32.57201028723186	3.9646747927916895e-07	2.8238127810728517e-06	1.012083965146305e-07	4.86185609660856e-06	1.0
Armcx5	1.7149804830551147	32.5365075318186	4.0336056812026717e-07	1.0987248655721435e-07	4.1980032394470336e-07	1.0987248655721435e-07	1.0
Rbbp5	1.7196357250213623	32.527761148072436	4.05077021383474e-07	1.1639932755592855e-07	7.496686713307414e-07	1.3642159777068068e-07	1.0
Abhd17a	1.6774998903274536	32.523775237007264	4.058616618384339e-07	2.2247907529867278e-05	0.004784615876095974	0.0004963682459360287	1.0
Arl11	1.6841670274734497	32.52284156777324	4.0604567707753306e-07	0.00014855912175344916	0.0017331156005561369	0.004707094621045808	1.0
Lrp6	1.7244195938110352	32.497994983415445	4.109733630883686e-07	9.143102409463533e-08	1.1821162635974059e-06	9.143102409463533e-08	1.0
Eif4ebp1	1.6406060457229614	32.46967879504687	4.1666197575005227e-07	1.710029045095111e-05	2.0874788568360929e-07	4.780708986940747e-06	1.0
Psma5	1.6452386379241943	32.461543401413685	4.183108321449135e-07	3.746043776987948e-05	2.3003620441528507e-07	9.610512115426898e-06	1.0
Wwp2	1.6256382465362549	32.442718564832134	4.2215120761958733e-07	0.00016917826950826976	7.981409069331563e-07	2.314957492836956e-05	1.0
Rnps1	1.7318532466888428	32.42791086512449	4.2519677738606875e-07	1.4411688103250702e-07	2.717924180568533e-06	8.455948220692046e-08	1.0
Psmb10	1.5686631202697754	32.423490553829986	4.261101673673436e-07	0.00018222554878188462	1.9726635007015208e-07	6.973389475471495e-05	1.0
Pebp1	1.6624176502227783	32.419041088516664	4.2703155958026603e-07	0.00034861301329036073	1.5831749875453634e-05	1.5831749875453634e-05	1.0
Rpl21	1.72030770778656	32.409599684174346	4.289932716409552e-07	6.70311858993798e-06	1.769827265601424e-06	1.2043277583664027e-06	1.0
Rps2	1.7221603393554688	32.3669930461905	4.3795846966614217e-07	2.2627764713086378e-07	2.2627764713086378e-07	2.415196340357518e-07	1.0
Msantd2	1.704110026359558	32.34979181486084	4.4163068963373965e-07	0.00023562593155003424	0.0002950282964173542	7.895380912589263e-06	1.0
Esrra	1.6248403787612915	32.304338573427366	4.514829030145838e-07	0.00024298339992027187	0.00020785371666554164	0.007152423110980214	1.0
Snx3	1.5831618309020996	32.24394762198748	4.649131385921852e-07	0.0006269043283678493	5.766394064218617e-07	0.00013322161192098843	1.0
Rpl11	1.7190295457839966	32.10646977617219	4.969925045920667e-07	3.33635723682053e-06	5.410576706679846e-05	5.410576706679846e-05	1.0
Mmp14	1.7205203771591187	32.072898172090426	5.051561346591448e-07	3.559779803902433e-06	0.00015720024861392055	3.34687548578064e-07	1.0
Trpm7	1.6336286067962646	32.05013253021888	5.10768094890526e-07	0.00450394585327928	0.0002486949182228689	0.0001960611956354444	1.0
Setd7	1.6689505577087402	31.86228243721693	5.59514914925719e-07	0.00011197339624530596	0.0006547510698004234	0.0021253828525852505	1.0
Lin9	1.7129091024398804	31.831447925628638	5.679487597074661e-07	6.386622887408149e-07	3.318313832952572e-05	8.301742587857114e-06	1.0
Rps20	1.6393437385559082	31.81500863673081	5.724969658006788e-07	5.7967574652261596e-05	1.1375977055657378e-07	7.061454257353712e-05	1.0
Cd83	1.5021462440490723	31.795402002037083	5.77969031081668e-07	0.0012828480499705482	0.00020074287732006822	9.912873475164222e-05	1.0
Eef2	1.6867581605911255	31.74409400235622	5.925370352626433e-07	0.0002703359906041559	0.0012537144256264687	0.007078992015650088	1.0
Sft2d3	1.6937730312347412	31.733676922760992	5.95539244347511e-07	3.157850110199343e-07	0.0014374184115850488	9.767339092297644e-07	1.0
Wdr5	1.7286272048950195	31.723302919966653	5.985441271461359e-07	1.1440800907565396e-07	6.054242619169997e-06	2.389999458545495e-07	1.0
Cenpq	1.701826572418213	31.67005453649554	6.142076355467734e-07	4.782989646172383e-07	3.32878909200828e-06	3.259950844232207e-06	1.0
Zc3h18	1.6854526996612549	31.642339281606805	6.225215537297406e-07	2.663240614635158e-05	2.4288988656779476e-06	2.4288988656779476e-06	1.0
Ier3ip1	1.6786843538284302	31.63294847955637	6.253639728311567e-07	3.156392862395281e-05	0.00015080050214445948	0.000445214229094248	1.0
Scly	1.6015223264694214	31.631369657165955	6.258431230646282e-07	0.0032667740873170894	0.00020663718120618357	0.00017301612646362127	1.0
Hnrnpc	1.6548690795898438	31.595059690337518	6.369643700346631e-07	5.445433109231565e-06	1.6688894891951306e-07	9.994044441422193e-06	1.0
Eif4h	1.7142640352249146	31.47820970026189	6.741102793756587e-07	4.342119195716162e-06	0.00011597102079689378	9.598667103215437e-05	1.0
Vamp3	1.6765174865722656	31.456011647899444	6.814075288305207e-07	4.39928170073714e-05	0.00019339626147923792	0.0005497437862061667	1.0
Pura	1.6789474487304688	31.403867683621606	6.988606341177051e-07	6.599706393010554e-05	0.006543474363152417	0.0013500290877433657	1.0
Aplp2	1.5009251832962036	31.346050421634153	7.187347364122968e-07	0.0006414140973170616	0.0001899425082836863	0.009597802267466789	1.0
Kdm5a	1.6997967958450317	31.33284481240449	7.233525918281866e-07	2.8472079025455177e-05	0.0047335581929793735	0.0005455281821851565	1.0
Cript	1.5989677906036377	31.259203777503835	7.496523736520782e-07	0.00023097494370063904	5.53889337771106e-06	0.001573225418373033	1.0
B3galnt2	1.721863031387329	31.250427938769437	7.528495049192322e-07	7.487277297261364e-07	0.00020568821114961286	9.349693525599679e-06	1.0
Rgs10	1.728399634361267	31.1954046354185	7.732075530503691e-07	1.7094581435771145e-05	2.5438684034914034e-05	1.3109085752769166e-06	1.0
Rraga	1.7092525959014893	31.14522565174955	7.922518628830853e-07	4.521947789259066e-07	3.6734378622877805e-06	2.4275259468546757e-06	1.0
Mex3d	1.6667345762252808	31.126073408715897	7.996434863458859e-07	9.416323800713448e-06	0.007026178405554896	1.418471737360919e-06	1.0
Eif2s1	1.708711862564087	31.125974638435387	7.99681783626649e-07	2.4763184723088972e-06	2.4763184723088972e-06	6.905783503053786e-07	1.0
Ppib	1.6385327577590942	31.020275482197516	8.41732937197381e-07	2.5382288227179664e-05	2.6601901540207605e-05	0.0002840634538879518	1.0
Snx17	1.6777549982070923	30.946961596839174	8.721892840906811e-07	4.31217083710329e-05	0.00020235855172718467	0.0005038497981540455	1.0
Vta1	1.6095290184020996	30.906360841427453	8.895264661594941e-07	7.042922638128961e-05	2.6674860604712984e-05	0.0011645431566903088	1.0
Tradd	1.7210824489593506	30.90256001033285	8.911669840292817e-07	2.0657585359954022e-07	3.6003495211898947e-06	3.7550193005307885e-07	1.0
Zfx	1.5802620649337769	30.83315811270152	9.216588913641425e-07	0.00010409157682708515	7.726797140163398e-05	0.0015593470203042411	1.0
Fam193a	1.6680150032043457	30.709619847652345	9.78534672799837e-07	0.0001581521140510991	0.0001581521140510991	0.0017403459358644768	1.0
Pdap1	1.7113364934921265	30.6901134871067	9.878300029730413e-07	4.602518911142563e-07	0.0007234648706774953	2.2911241681470394e-06	1.0
Ptrh2	1.7316665649414062	30.659317712549335	1.0026847621859777e-06	1.7200205437067442e-07	1.746037768934591e-05	1.9764535548010146e-07	1.0
Ntng2	1.6886757612228394	30.600008940948026	1.0319241368766733e-06	9.721939852471737e-06	2.213845204542946e-06	2.213845204542946e-06	1.0
Kif1b	1.7067945003509521	30.488189192540133	1.0893858006000206e-06	0.00015191360599963426	0.0020048895625723153	0.0021357963704339883	1.0
Gnb1	1.5416098833084106	30.19587425250072	1.2551365617824111e-06	0.00011771255807373416	4.1830010192557067e-07	0.00024245107358026395	1.0
Nras	1.5794525146484375	30.165581949633527	1.2736910614161867e-06	5.5549967904704085e-05	2.4268945676743895e-07	6.0354563559866944e-05	1.0
Pip5k1a	1.6108489036560059	30.125059526833315	1.2989403488016028e-06	0.0002940449966599659	0.0002762373406012143	0.00443514538613805	1.0
Gnaq	1.6227673292160034	30.049239962693857	1.3475323254989173e-06	1.1382161014048495e-05	7.026456115901985e-07	3.873288982659124e-05	1.0
Sh3bp2	1.6273916959762573	30.001526836193456	1.3790368304636392e-06	3.322604598605158e-05	5.172777946115019e-07	1.3326563928709735e-05	1.0
Pank4	1.7292722463607788	29.955949214379846	1.4098174183672001e-06	2.7860528552505246e-07	9.867260954510913e-06	4.4631355606460533e-07	1.0
March8	1.7083485126495361	29.94484705289577	1.4174184598965625e-06	8.123645377267229e-05	8.123645377267229e-05	5.588349008569855e-06	1.0
Tuba1c	1.5170329809188843	29.875503473314385	1.4658283437661424e-06	0.0034486148908027137	1.8969882031051977e-05	0.0005166429143624161	1.0
Brd2	1.5604277849197388	29.799408300621927	1.5208522292778655e-06	0.0003301548589548957	7.63111174271929e-07	0.00017059034061634598	1.0
Dhrs11	1.7271775007247925	29.77967889688962	1.5354518102018823e-06	2.847920869098289e-07	4.990795790852635e-06	2.847920869098289e-07	1.0
B9d2	1.703743577003479	29.750966574587146	1.556948889116272e-06	7.981536489501351e-06	0.00014093412098674564	0.00013827426575986973	1.0
Uqcrb	1.7197396755218506	29.736336427143442	1.5680178015982337e-06	1.9417520662613433e-06	0.00014238103844949372	2.3173284901905307e-05	1.0
Mapk1ip1l	1.594956398010254	29.71917859664051	1.5810992017685168e-06	0.00036709518709530464	0.00036709518709530464	0.008939289674613167	1.0
2310036O22Rik	1.6038399934768677	29.69121329894534	1.6026541843949096e-06	3.6534042721856454e-05	4.4747710472060847e-07	7.18479078886754e-05	1.0
Ddx51	1.7297110557556152	29.687271336690156	1.6057160427420183e-06	3.639335106650952e-07	9.880076822270168e-06	3.169324047693483e-07	1.0
Nbn	1.6955958604812622	29.602998320107694	1.6725883040139358e-06	0.005608382647698628	0.00664654543566165	0.0001702390907098437	1.0
Ergic2	1.6093393564224243	29.583403198971673	1.688531438532209e-06	6.130466820111282e-06	9.124229604804567e-07	1.8760871204829595e-05	1.0
Srsf11	1.6504889726638794	29.57933123885618	1.6918634807650987e-06	3.8289341931903085e-06	1.0516465204039312e-06	1.1658876321055644e-05	1.0
Elf2	1.640910029411316	29.508321528086814	1.7510362691766993e-06	0.005345857016693478	0.00025553275471678044	0.00047621689932675706	1.0
Pnpla2	1.5515766143798828	29.4014682364344	1.8439918861785512e-06	0.0007292545408403316	0.0001722661679643256	0.006188651417636904	1.0
Gm26724	1.702327013015747	29.365463590002623	1.876409947012623e-06	0.0005677724958567368	0.0005677724958567368	5.1256474719687746e-05	1.0
Atp5k	1.6985441446304321	29.337636846395434	1.901853812259347e-06	2.624438101410556e-06	6.414755869894994e-07	2.624438101410556e-06	1.0
B230208H11Rik	1.6704546213150024	29.331381925127037	1.9076203310938143e-06	4.696219811902998e-05	0.00026409079163178283	0.0005919045608945672	1.0
