	stat	logfc	pval	qval
Eif4a1	0.5429723171034722	1.5820799046680496	0.0007509584179632426	0.11474202886232486
Zzef1	0.5430381262198241	9.965784284662087	0.0007496263930651653	0.11474202886232486
Fam104a	0.5410703509783239	3.56917954065489	0.000790371850415314	0.11731376465450162
Rpl13	0.5385157064632188	1.9219654289010364	0.0008461848341700629	0.12210917259759659
Rps27	0.534852961264306	1.2122218179803954	0.0009322808634372688	0.13089727258261113
Rps23	0.529234261454369	1.5820799588470866	0.001079406117006958	0.1343037917473726
Rps6	0.5315758309372054	9.965784284662087	0.0010157748106929478	0.1343037917473726
Gm42418	0.5301547991272676	0.7260367121631639	0.0010539835542986297	0.1343037917473726
Eif4b	0.5320571838082468	9.965784284662087	0.0010031120925358297	0.1343037917473726
mt-Nd4	0.529005558333425	2.577766912058221	0.001085805438573561	0.1343037917473726
Rpl27a	0.5270995799968272	1.5277922350009214	0.0011404502622869835	0.13778230494374138
Tcf25	0.5259955308181203	2.1648843722576157	0.0011731993566056259	0.13851751494468698
Rps3a1	0.5243471257254134	2.7288134233172863	0.001223636886653185	0.1412620805814066
Aamp	0.5181151559508083	9.965784284662087	0.0014319916550876214	0.1413315977889089
Rps13	0.5195358221069883	1.582079777853372	0.0013819332440314495	0.1413315977889089
Rpl18a	0.5217231872677314	1.5208594014259649	0.0013078648737587675	0.1413315977889089
Gm10116	0.5178396525039389	9.965784284662087	0.0014418815558829975	0.1413315977889089
Ldha	0.5219295979733495	9.965784284662087	0.0013010591232490928	0.1413315977889089
Rbpj	0.5193639176387591	1.697197214115775	0.0013879074952435192	0.1413315977889089
Timm8b	0.5193647043366851	3.56917954065489	0.0013878801032622518	0.1413315977889089
Cdv3	0.5223144574048723	9.965784284662087	0.0012884527205444228	0.1413315977889089
Spata1	0.5157236706714445	9.965784284662087	0.0015198614308126461	0.14621629876058698
Rpl37	0.5132440064294279	1.6971973266133995	0.0016159349634187951	0.14990682383858286
Eif1	0.5135979664163337	0.8597275088777747	0.0016019030809801657	0.14990682383858286
Ncor1	0.5123249053395711	2.5777668746616147	0.0016528751124906505	0.14991073593869736
Hsp90ab1	0.5116720709878075	3.4450762309401255	0.0016795613634271644	0.14991073593869736
Arfgef2	0.5111170073663807	9.965784284662087	0.001702547337898584	0.14991073593869736
Isg20	-0.50837385927499	2.5558711477502514	0.0018202407914280233	0.15274018911755338
Hdlbp	0.5083140164819355	9.965784284662087	0.001822885798900541	0.15274018911755338
Rpl21	0.5085378945483015	1.7129129940008028	0.0018130077790641454	0.15274018911755338
Wsb1	0.5026431758534831	2.16488429111053	0.002089324175409724	0.1604807466260724
Malat1	0.5031682962094138	0.6798913824062838	0.0020632979757116256	0.1604807466260724
Ldah	0.5050099350920494	9.965784284662087	0.0019742485164276837	0.1604807466260724
Rpl34	0.5023100421534483	1.3197656437149083	0.002105983434699519	0.1604807466260724
Zfp871	0.5029213731740002	9.965784284662087	0.0020755005419737047	0.1604807466260724
Rps3	0.5024210131129715	1.8037525604112097	0.0021004211797504765	0.1604807466260724
Pnisr	0.5018041182613395	2.4529539593273637	0.0021315055856013466	0.1604807466260724
Edem2	0.5001896346781864	9.965784284662087	0.002214767308344488	0.16436737381213737
Eif4g2	0.49835315380417944	1.9029287356508768	0.0023129187698834527	0.16714794174210032
Prkcd	0.49822094489676827	2.7288133386078526	0.0023201289892741017	0.16714794174210032
Rpl5	0.49769950111368005	3.683230453819742	0.0023487583728918813	0.16714794174210032
Itgav	0.49555850440943605	9.965784284662087	0.0024695644498815756	0.170103683159069
Ndel1	0.4946700073740493	9.965784284662087	0.0025212672961016968	0.170103683159069
Tecpr1	0.494919128872064	4.294773991747704	0.0025066762437527573	0.170103683159069
Rps19	0.4951459454085626	3.788720684316382	0.00249345567669632	0.170103683159069
Rps12	0.4933059084607547	1.5277921875489275	0.0026024826320627846	0.17333201632777137
Prpf38a	0.48273416201995184	9.965784284662087	0.0033129997661851237	0.17403109868384684
Pafah1b1	0.4827370648238406	1.5208596028557766	0.0033127836149458856	0.17403109868384684
Coro1c	0.4834967831098288	2.577767036713552	0.0032566319404300423	0.17403109868384684
Rpl26	0.483610344443254	2.1964493355148536	0.0032483098969422826	0.17403109868384684
Alkbh5	0.48191774823951594	2.5777669993169523	0.0033742803873673954	0.17403109868384684
Rcsd1	0.4827334459553934	9.965784284662087	0.003313053088321971	0.17403109868384684
Purb	0.4808285090457152	1.6749014922333734	0.0034575697033308564	0.17403109868384684
Arih1	0.48805562408846126	3.569179453914013	0.002936728000935859	0.17403109868384684
Cd33	0.4912119242148919	0.9207072327271464	0.0027315891778583123	0.17403109868384684
Stam2	0.4866335949834374	9.965784284662087	0.0030334451324601683	0.17403109868384684
Hnrnpc	0.4892864857880418	1.482832276161397	0.0028551896142445443	0.17403109868384684
Igf1r	0.48213230054865436	9.965784284662087	0.0033580814036155704	0.17403109868384684
Zfand5	0.48082291897143753	1.9956783940499063	0.0034580017099353766	0.17403109868384684
Iqgap1	0.47921189738772885	1.103692659816326	0.0035844711374728804	0.17403109868384684
Smc5	0.48377330362074017	9.965784284662087	0.003236400127836925	0.17403109868384684
Zfp821	0.485071250072666	9.965784284662087	0.003142886724837763	0.17403109868384684
mt-Co2	0.48882772674679775	2.577767127533859	0.0028853468083671068	0.17403109868384684
Blcap	0.4828906065055206	9.965784284662087	0.003301367889007591	0.17403109868384684
Usf2	0.4802677602461302	2.1106761773692324	0.0035011388536242533	0.17403109868384684
Npepps	0.4909062866368391	1.085840677434363	0.0027508923625438097	0.17403109868384684
Rc3h2	0.48995932865421055	2.6925266623749065	0.0028114555040779795	0.17403109868384684
Eif4a2	0.4795134530759829	9.965784284662087	0.003560497728893979	0.17403109868384684
E230001N04Rik	0.4794466531650442	9.965784284662087	0.003565796241156561	0.17403109868384684
Slc25a33	0.48091173079121696	9.965784284662087	0.0034511437770661704	0.17403109868384684
Gpbp1	0.4921994174981743	3.6832303252653755	0.0026700257482720974	0.17403109868384684
BC005537	0.47950210289486256	1.5118963282906832	0.0035613975339216313	0.17403109868384684
Rsrp1	0.4872369133342249	1.3846945558087997	0.002992078353339361	0.17403109868384684
Snrpe	0.48322016631904213	9.965784284662087	0.0032769805866381613	0.17403109868384684
Sephs2	0.48284734255287315	2.6925266623749065	0.003304581075334769	0.17403109868384684
Fau	0.47811302446575854	0.9831585936565055	0.0036730186345992296	0.1766789982105833
Slc26a11	0.47607438552598874	9.965784284662087	0.0038423218620103356	0.18203873466731277
Rnf38	0.4759304612247136	9.965784284662087	0.0038545256618680275	0.18203873466731277
Gpcpd1	0.47327193888115104	1.3762051143060199	0.0040860637745491766	0.18545025873864399
Prdx6	0.4726609076055182	1.3197657412858659	0.004140948992046718	0.18545025873864399
Camsap1	0.47391267090129324	9.965784284662087	0.0040291877221693495	0.18545025873864399
Epc1	0.47281634404385925	9.965784284662087	0.004126926967474339	0.18545025873864399
Cxcl10	-0.4746005225573022	2.065780290764784	0.003968892640865066	0.18545025873864399
Sin3a	0.47289621656659725	9.965784284662087	0.004119737600048029	0.18545025873864399
Rpl18	0.4696594322321539	1.7336032519728408	0.004419909835985131	0.1869576756402174
Azin1	0.4705829335266989	1.9956783940499063	0.00433239944556067	0.1869576756402174
Crebrf	0.4707477638821562	0.8918486903864555	0.004316938728858236	0.1869576756402174
Rock1	0.4704728144844899	4.06456232816511	0.004342755004260837	0.1869576756402174
Cd300lb	0.4698600370755102	9.965784284662087	0.004400771934544273	0.1869576756402174
Dync1li1	0.46959027267554726	9.965784284662087	0.0044265243703073606	0.1869576756402174
Arglu1	0.4702435962894493	9.965784284662087	0.004364379224449354	0.1869576756402174
Abtb2	0.4690252856852917	9.965784284662087	0.004480881656466987	0.18772725972053222
Sec31a	0.46807510549955766	9.965784284662087	0.004573598634462561	0.19007875924826406
Slc20a1	0.46684445072629666	2.9899363166553026	0.004696142062215229	0.19362268264450885
Atp5b	0.46509927926939887	3.3090019874901166	0.00487477123502515	0.19784716067152858
Rpl3	0.46515878506908115	9.965784284662087	0.004868585338031802	0.19784716067152858
Rabac1	0.4631440500352283	1.8037526211090804	0.0050818312862338086	0.19914568305441502
Ilf3	0.46382661894846133	9.965784284662087	0.005008702087933103	0.19914568305441502
Ndufb8	0.46193670180923774	9.965784284662087	0.005213438478421644	0.19914568305441502
Eea1	0.4620320689954736	1.8706270629804216	0.005202937265566446	0.19914568305441502
Atad2	0.4623729461192262	9.965784284662087	0.005165550881818774	0.19914568305441502
Dvl2	0.46354834315876847	9.965784284662087	0.005038405803249719	0.19914568305441502
Slc3a2	0.46248516677711926	0.8401605242289846	0.005153293590713539	0.19914568305441502
Lipg	-0.46329185175098375	9.965784284662087	0.005065918523934247	0.19914568305441502
Gm20406	0.4614330404913793	2.164884301514006	0.005269201653125108	0.1992664074639988
Mrpl39	-0.45273316673448827	9.965784284662087	0.006316695973317841	0.1992664074639988
Slc38a2	0.4590942650180124	9.965784284662087	0.005534920887163846	0.1992664074639988
Soat1	0.45576395230216765	9.965784284662087	0.005933143442261321	0.1992664074639988
Tpt1	0.45662502224115115	0.7190082212713567	0.0058278925827001124	0.1992664074639988
Msl1	0.4530232612543022	2.577767036713552	0.006279086067685742	0.1992664074639988
Rpl17	0.45810777236439754	0.9497443298260477	0.005650410281463042	0.1992664074639988
Baz1a	0.46067231089173794	1.9956783940499063	0.005354399685114869	0.1992664074639988
Ubxn6	0.45263887678933684	9.965784284662087	0.00632896193100285	0.1992664074639988
Mocs2	0.45475429694312436	9.965784284662087	0.006058632224923301	0.1992664074639988
Rps27a	0.4559027033837795	1.4569091361543514	0.005916073987690934	0.1992664074639988
Gnb2l1	0.4530530969441234	3.3090018980940834	0.006275228877016554	0.1992664074639988
Ptpn2	0.45292634857532904	9.965784284662087	0.006291629083557832	0.1992664074639988
Rps2	0.4574155306290812	2.7288134233172863	0.0057326832380447815	0.1992664074639988
Mafg	0.45792210967991653	1.3456954361165987	0.005672376039301898	0.1992664074639988
Matr3	0.4574704887724524	9.965784284662087	0.005726114043293088	0.1992664074639988
Ep300	0.4576026634528221	2.6925265329895076	0.005710341578054839	0.1992664074639988
Brox	0.4580123946012495	9.965784284662087	0.005661685274774699	0.1992664074639988
Arfgef1	0.4584766441070646	3.3090018906444145	0.005606985979566267	0.1992664074639988
Tbc1d14	0.45277075367216685	9.965784284662087	0.0063118120651596225	0.1992664074639988
Rps16	0.4568546004860603	1.7514651541405168	0.005800103041331314	0.1992664074639988
Trim5	-0.46084297082409403	9.965784284662087	0.005335184139560526	0.1992664074639988
Snx8	0.4533995443412928	9.965784284662087	0.006230588429742637	0.1992664074639988
Tmed2	0.4557240798192043	9.965784284662087	0.0059380564587360124	0.1992664074639988
Insig1	0.4539482022022009	9.965784284662087	0.0061604502937619475	0.1992664074639988
Atf2	0.45289212119066247	9.965784284662087	0.006296064129288789	0.1992664074639988
Il6ra	0.4543517645503299	4.064562433700302	0.00610929412156904	0.1992664074639988
Chd7	0.45306828459045145	1.5820798957374325	0.006273266182427051	0.1992664074639988
1110037F02Rik	0.45736165941189255	9.965784284662087	0.005739128797738753	0.1992664074639988
Nabp1	0.4521746235227135	2.989936409961117	0.006389653968451643	0.19996537569943545
Pdcd6ip	0.45038929134181926	3.56917954065489	0.006627725207875877	0.20022928219344072
Uba52	0.450377349111045	9.965784284662087	0.006629342933064833	0.20022928219344072
Dnajb9	0.45167956461052466	9.965784284662087	0.006454922543933348	0.20022928219344072
Lhfpl2	0.4507860694222693	9.965784284662087	0.006574168648702936	0.20022928219344072
Atp6v1b2	0.45119180323141295	2.495783274678568	0.0065197873060944146	0.20022928219344072
Mrps12	0.450377349111045	9.965784284662087	0.006629342933064833	0.20022928219344072
Apbb1ip	0.4500035444649658	1.6250178052443456	0.00668015083126048	0.20035627549002258
Safb2	0.44978009182493056	1.5820799421766143	0.006710681796970919	0.20035627549002258
Mapk6	0.44815920480184585	2.21711206420989	0.0069357485712657815	0.20449696839639536
Arhgap17	0.4479344463292519	9.965784284662087	0.006967461675873335	0.20449696839639536
Plac8	-0.44815546814785395	9.965784284662087	0.0069362747958698736	0.20449696839639536
Dmxl2	0.4476082026253858	2.1326067091380274	0.007013715044540627	0.2046980317774638
Per1	0.446875809890339	9.965784284662087	0.007118508646735432	0.2054480689988365
Ifitm3	-0.4470938685101536	1.8682917094857188	0.007087168813833596	0.2054480689988365
Mnda	-0.44507696092669535	1.9956783940499063	0.007381597873397197	0.207608303967704
Elmo1	0.44552500966304365	9.965784284662087	0.007315303481206663	0.207608303967704
Irf2bp2	0.4453131176048353	2.8653606478890037	0.007346591811037501	0.207608303967704
Arhgap30	0.4449990806423787	2.728813572804512	0.007393173481044319	0.207608303967704
Ctnnb1	0.4457592384923713	2.217112199729764	0.007280849551235585	0.207608303967704
Ak2	0.44428479013689737	9.965784284662087	0.007500066821735638	0.20835747133110505
Srsf5	0.4445366307702138	2.1648844575660853	0.00746222916279345	0.20835747133110505
Ccnt2	0.442736759750237	9.965784284662087	0.0077362708812428885	0.21007600344317018
Kmt2c	0.4431315312337043	3.3090018980940834	0.00767543971674686	0.21007600344317018
Xpr1	0.44255692691733556	2.7987245048358806	0.007764117932837088	0.21007600344317018
Rap1a	0.44322717367724174	2.4529541055868385	0.0076607636217841885	0.21007600344317018
Dph3	0.44286001435744443	1.5820798421537674	0.007717234260690766	0.21007600344317018
Atxn7l3b	0.4419027499154308	9.965784284662087	0.00786614036910009	0.21072461035111933
Csde1	0.4418831447783129	2.577766949454819	0.007869215477982128	0.21072461035111933
Fcgr1	-0.4410879740204773	3.56917954065489	0.007994807879951285	0.21298988172485603
Dnajc1	0.440576442056072	9.965784284662087	0.008076502303806243	0.21312373434556606
Pcyt1a	0.44054291372460047	0.9985580258260934	0.008081881745154285	0.21312373434556606
Rheb	0.4401019136455917	1.7336031669816996	0.008152922934887038	0.21318823648851687
Rps25	0.44001860958744854	1.0764002405520137	0.008166402129204015	0.21318823648851687
Gmip	0.43959454508946066	1.5820800296966002	0.008235313921069978	0.21391227909979268
Golga7	0.43902454551662706	2.3161687956515995	0.00832872158331203	0.21526223196669647
Ireb2	0.4384939118896701	9.965784284662087	0.008416488743154092	0.21645375752814608
Gsto1	0.43711822822517665	9.965784284662087	0.00864770796203369	0.21932182916467682
Rassf2	0.4370773349792027	9.965784284662087	0.008654663133543551	0.21932182916467682
Map2k2	0.4371683393812442	1.803752699569999	0.0086391914914295	0.21932182916467682
Vmp1	0.43572237389655477	1.719151664598745	0.008887827195782403	0.22141210615769855
Atp6v1a	0.43562820074523906	2.1648842723842803	0.008904229566371031	0.22141210615769855
Kctd20	0.43539804260616405	9.965784284662087	0.008944425280483262	0.22141210615769855
Prdm2	0.4353968001765597	2.577766949454819	0.008944642681720011	0.22141210615769855
Gm20604	0.4353647708073434	9.965784284662087	0.008950248757096572	0.22141210615769855
Atp6v0b	0.43440443057778366	0.9247015840752728	0.009119731323751304	0.2214853320419747
Phf10	0.43472426760738875	9.965784284662087	0.009062985160349639	0.2214853320419747
Mgst1	-0.4343818663260733	9.965784284662087	0.009123746112989911	0.2214853320419747
Mta3	0.43454299485676323	9.965784284662087	0.009095109946180025	0.2214853320419747
Arpc2	0.4340994779879807	1.0341098263176143	0.009174117943493846	0.22167229170442107
Rps8	0.43366021036459124	2.3724650656849335	0.009252943806466876	0.22254186608608992
Prrc2b	0.433231873251555	9.965784284662087	0.009330362276524111	0.22336973284121087
Zfr	0.43167719213265887	2.9899363166553026	0.009616003932749922	0.22706882013925386
St13	0.4318594453713641	1.9956783940499063	0.009582138643675261	0.22706882013925386
Rab14	0.43169858203367245	3.445076376403138	0.009612024118697483	0.22706882013925386
Tmed5	0.431393936605225	9.965784284662087	0.009668838781792772	0.22728333697472147
Sept2	0.4310929075408271	9.965784284662087	0.009725259059030034	0.22757982347595057
Mgat4a	0.4304726675208683	2.8290978976295142	0.00984238970197659	0.22902492749718908
Slc25a3	0.43030013321961924	2.6925266580620604	0.00987518455425801	0.22902492749718908
Psmd12	0.43002749549081865	9.965784284662087	0.009927195974888356	0.22920792484242225
Senp6	0.42936859284888346	9.965784284662087	0.010053856909756385	0.2311052506468337
Mroh1	0.42489501991379314	2.3161688929796016	0.010950621406560175	0.23136399550200218
Slc12a6	0.4278584816554927	9.965784284662087	0.010349330035158331	0.23136399550200218
Atf4	0.42616859868552825	2.0827817842961007	0.010688679985793481	0.23136399550200218
Hbp1	0.4262156920453559	1.097887774905555	0.010679096857326533	0.23136399550200218
Psmc5	0.42498803109710237	9.965784284662087	0.010931309154872457	0.23136399550200218
Wdr61	0.42680579641774724	9.965784284662087	0.010559631298665904	0.23136399550200218
Ing3	0.4248725115901079	9.965784284662087	0.010955299232862044	0.23136399550200218
Calm1	0.42632747649729	1.7336032569723192	0.010656378756703116	0.23136399550200218
Rragc	0.4247302905763033	1.8706270061870467	0.010984895684185918	0.23136399550200218
Ilkap	0.4265755807408263	9.965784284662087	0.010606102538758745	0.23136399550200218
Gdf15	0.4238078286538856	9.965784284662087	0.011178510658518296	0.23136399550200218
Stk17b	0.42678196558397674	2.3161687956515995	0.010564433756187246	0.23136399550200218
Gm12589	0.42680579641774724	9.965784284662087	0.010559631298665904	0.23136399550200218
Vamp8	0.4274044793590217	1.3197656437149083	0.010439588929404808	0.23136399550200218
Litaf	0.42436947798983543	0.8353682568318997	0.011060285452217936	0.23136399550200218
Mkks	0.42508856418285207	9.965784284662087	0.010910467557154739	0.23136399550200218
Lrrc47	0.4244373438135827	9.965784284662087	0.01104607190668759	0.23136399550200218
Rc3h1	0.42623088478672466	9.965784284662087	0.010676006808067507	0.23136399550200218
Nsun2	0.4244373438135827	9.965784284662087	0.01104607190668759	0.23136399550200218
Rab10	0.42559924683690337	2.9899363166553026	0.010805116587313675	0.23136399550200218
Itpripl2	0.42394038632344555	2.4529539593273637	0.011150511715213581	0.23136399550200218
Cklf	0.4246000498306855	9.965784284662087	0.011012058400357677	0.23136399550200218
Ets2	0.4268604415490662	1.3669513263940247	0.01054862604433218	0.23136399550200218
Srsf1	0.42640889765695394	2.577766949454819	0.010639857226781837	0.23136399550200218
Tmem106a	0.4241873585369177	9.965784284662087	0.011098504392195192	0.23136399550200218
Tmem214	0.42039508339631054	9.965784284662087	0.01192012332162346	0.2329879784435916
Rbm17	0.42039508339631054	9.965784284662087	0.01192012332162346	0.2329879784435916
Ube2h	0.42259412358866943	1.9956783940499063	0.011437649535112558	0.2329879784435916
Rplp1	0.4217413164990638	2.1964493837097945	0.011622758055047065	0.2329879784435916
Wbp2	0.4223333531451602	1.5820800296966002	0.011493985169524929	0.2329879784435916
Tradd	0.4204816438731002	9.965784284662087	0.011900811712939849	0.2329879784435916
Dusp2	0.42121346646117913	9.965784284662087	0.011738596712208983	0.2329879784435916
Utp3	0.42080468422641604	2.3161687956515995	0.011828974865041015	0.2329879784435916
Gid8	0.42035219250364203	9.965784284662087	0.011929702072376393	0.2329879784435916
Rbm5	0.42195943086678733	1.5820800296966002	0.0115751751306799	0.2329879784435916
Lpgat1	0.42159718759086223	9.965784284662087	0.01165429131169709	0.2329879784435916
Hnrnpf	0.42089977246529614	1.582079777853372	0.01180789936205609	0.2329879784435916
Wipi2	0.42035219250364203	9.965784284662087	0.011929702072376393	0.2329879784435916
Ptms	0.422208148086239	9.965784284662087	0.011521117193444844	0.2329879784435916
Ulk1	0.4224514887457355	9.965784284662087	0.011468434686436867	0.2329879784435916
Golgb1	0.4197006006319585	2.4529539593273637	0.012076023049141467	0.23358292062013264
Prkar1a	0.4196163434601399	1.7336032469733622	0.012095054022486175	0.23358292062013264
Klf13	0.41964638274262905	1.2780483780917677	0.012088266214456125	0.23358292062013264
Gsk3a	0.4193115376434736	9.965784284662087	0.012164111587700347	0.2340344056782299
Tmcc1	0.4188053718568621	3.0766829970112433	0.012279525534085949	0.2340344056782299
Efhd2	0.41897701540315	1.2709760848085967	0.01224028485308102	0.2340344056782299
Spty2d1	0.41872196587607136	2.3161688929796016	0.012298631905708712	0.2340344056782299
Mapre1	0.4174994669783581	2.316168803138369	0.01258157157731427	0.23516714965709515
Cse1l	0.41791400899237746	9.965784284662087	0.012485019152903547	0.23516714965709515
Bmpr2	0.41791400899237746	9.965784284662087	0.012485019152903547	0.23516714965709515
Rpl39	0.417677173705811	2.2171123031528195	0.012540104394055302	0.23516714965709515
Clk1	0.4174869441320437	0.9985581760102296	0.012584498095220876	0.23516714965709515
Amdhd2	0.41696554715139217	3.7887207611690057	0.012706856564237498	0.23575757089719215
Anxa5	0.4171550758925716	9.965784284662087	0.012662263430307585	0.23575757089719215
Rhob	0.416333762225316	3.5691795344591135	0.01285646387428852	0.23600469903508434
Snx3	0.41636969949791997	1.8037525729078292	0.012847914221141569	0.23600469903508434
Mib1	0.41641211721752625	9.965784284662087	0.012837829009269853	0.23600469903508434
Rps15a	0.41603914050068413	1.582079912169759	0.012926736934044995	0.2364591491984639
Gabarap	0.41396687878431593	0.6440921148666552	0.013430222593355006	0.23893837798794265
Cd24a	0.414021063403769	1.6199327534021957	0.013416850391887239	0.23893837798794265
Ythdc1	0.41520834027270354	1.4126349715424917	0.01312664606107293	0.23893837798794265
Hs2st1	-0.41433169277040216	9.965784284662087	0.013340406574663026	0.23893837798794265
Crtc2	0.4140451930086738	9.965784284662087	0.013410899066747884	0.23893837798794265
Slc4a1ap	-0.41433169277040216	9.965784284662087	0.013340406574663026	0.23893837798794265
Hnrnpk	0.4148031653625745	2.0657800403862834	0.013225081717407751	0.23893837798794265
Nsmce1	0.41433169277040216	9.965784284662087	0.013340406574663026	0.23893837798794265
Nufip2	0.4137794088071137	2.577766949454819	0.01347657489439654	0.23894473234262806
Kpna4	0.4135484039687352	1.8891741748230582	0.013533876536221739	0.2389943537856954
Pold4	0.41298143199967297	9.965784284662087	0.013675386634449789	0.2389943537856954
Cul4b	0.4128459033517912	9.965784284662087	0.01370939700252882	0.2389943537856954
Eif4ebp1	0.41295267508494504	1.4998576961414507	0.013682597122251007	0.2389943537856954
Nmi	-0.41314580670899026	1.4828323747750218	0.013634232823459803	0.2389943537856954
Arid2	0.41247460036764044	9.965784284662087	0.013802939004037217	0.2398202947356968
Eif3a	0.4122808657952488	2.9899363166553026	0.013851959288420606	0.23986976167781685
Rps26	0.4120001005612112	1.6749014922333734	0.01392326077741667	0.24030345428132757
Arrb2	0.4117226281796714	9.965784284662087	0.013994029242963274	0.24072510568607355
Ctsh	0.4108291806755622	9.965784284662087	0.01422395998642279	0.24087150440673089
Usp47	0.411066350699098	9.965784284662087	0.014162616149611396	0.24087150440673089
Ptpn12	0.4109983495453841	1.582079912169759	0.014180181794695107	0.24087150440673089
Jmjd1c	0.4114796469475761	1.8037528058805212	0.014056249188143079	0.24087150440673089
Acox1	0.41078901869763507	9.965784284662087	0.014234369942803924	0.24087150440673089
1110004F10Rik	-0.4102039820903365	9.965784284662087	0.014386739007623956	0.2418741396265581
Irs2	0.41023764221249276	9.965784284662087	0.014377935416984667	0.2418741396265581
Sppl3	0.4099612682868726	9.965784284662087	0.014450353519960362	0.242159956568368
Rpl38	0.4092836264778691	1.4998577844115861	0.014629214287480864	0.24436902965743756
Stat3	0.4088272520503248	1.2204701985709832	0.014750717879950491	0.24560890828956025
Clec4n	0.4083278038611662	1.9677746147309594	0.014884659833962937	0.24704730938478422
Tns3	0.40771731778810183	9.965784284662087	0.015049766006952214	0.24899214779018072
Hspa9	0.40743379628504006	2.577766949454819	0.015126965830904216	0.24947488092554732
Asah1	0.40648430534155444	9.965784284662087	0.01538792724745328	0.2521775459006933
Med28	0.40655875153094784	1.9956783940499063	0.015367330630417387	0.2521775459006933
Fam103a1	0.4060510447965775	9.965784284662087	0.015508255283922594	0.25335027106911284
Osbpl9	0.40554565669661585	1.9956783940499063	0.0156496115035492	0.2548580932944768
Oasl1	-0.405194377989235	1.3669513235696251	0.01574849884388684	0.25566703591872536
Slc15a2	0.40422768225165945	9.965784284662087	0.01602333888159523	0.256924957259906
Dck	0.4042260417272216	9.965784284662087	0.016023808691474406	0.256924957259906
Tpcn1	0.4042260417272217	9.965784284662087	0.016023808691474368	0.256924957259906
Uimc1	0.4042260417272216	9.965784284662087	0.016023808691474406	0.256924957259906
Ywhab	0.40398307389270366	2.1648843722576157	0.016093516886868713	0.25719282015845174
Nars	0.4038231773060432	2.3161687956515995	0.016139530196661263	0.25719282015845174
Ddi2	0.40241140929041663	9.965784284662087	0.01655059759321567	0.25917201880777624
Snx16	0.40219983326992187	9.965784284662087	0.016612951349949855	0.25917201880777624
Rnh1	0.40290133604786693	0.9985581223730434	0.016406962702778808	0.25917201880777624
Eif3d	0.4028313821130502	9.965784284662087	0.01642740741982596	0.25917201880777624
Agpat1	-0.40219983326992187	9.965784284662087	0.016612951349949855	0.25917201880777624
Zfp672	0.40219983326992187	9.965784284662087	0.016612951349949855	0.25917201880777624
Rpl8	0.40316474382303363	1.3762051212334427	0.01633017030485795	0.25917201880777624
Ywhae	0.401972588964344	2.1648843722576157	0.016680141644685675	0.25944112528186253
