	stat	logfc	pval	qval
Btg2	0.4775857164733668	1.9924035035912167	1.554758531451111e-60	2.6586370887814e-58
Pi16	0.47358427907223555	5.35382466164138	2.0282819130622585e-59	3.394567133648452e-57
Plaur	0.470586626020709	1.8385379704736717	1.3587273921754411e-58	2.226614513927504e-56
Tpm4	0.4679002074918843	2.791853080096085	7.352449524105257e-58	1.1802932236043256e-55
Cd14	0.4658975579461626	1.51211415001513	2.5636048839359835e-57	4.0330632034080895e-55
Sp100	0.4647737486611578	1.52612036385384	5.148262448001817e-57	7.940437728623979e-55
Gda	0.45378002240738385	2.0042183814271137	4.1216473660880737e-54	6.23478426570169e-52
Ets2	0.4532867279680196	1.4047282305611555	5.531947056488065e-54	8.210244442704739e-52
Cxcr2	0.45295235482327684	1.6268528123975377	6.751359533071812e-54	9.83448038650794e-52
Atxn10	0.45212151202155065	4.464809440900876	1.1064736166900276e-53	1.5824584488879558e-51
Actb	0.45044507500588726	1.407542072247604	2.985711828550905e-53	4.1938587934609676e-51
Ndel1	0.44968568897432265	1.931592329861759	4.672384558182455e-53	6.447890690291789e-51
Ncf2	0.4488474817087155	2.153950026162748	7.649733065584151e-53	1.0374620740324988e-50
Lamp2	0.4461177914489052	1.5965684564210396	3.77376938470373e-52	5.031266098318566e-50
Tnfrsf1a	0.4454629503973615	1.6370747182401424	5.522276617279146e-52	7.23970464525296e-50
Osm	0.44508403115133377	2.7033694367165735	6.880624125285682e-52	8.87262120811429e-50
Smchd1	0.4381647805539061	2.604631844291027	3.635828134107666e-50	4.6128103391759525e-48
Picalm	0.43544121902313093	1.8641665184012988	1.6902375025285293e-49	2.1103822531570494e-47
Irg1	0.4324430335904856	1.2187529205100687	9.027732907966119e-49	1.1095647977197109e-46
Hcls1	0.4304404756367499	1.8610074003263266	2.738560591581444e-48	3.3140796328276366e-46
Cd300ld	0.428465571138613	2.2816826597886264	8.121736777055751e-48	9.679633558836444e-46
Smpdl3a	0.428344233117917	5.615488005432068	8.680692117665323e-48	1.019139167127693e-45
Ly6g	0.4278413855973748	4.811416226114134	1.1434531962788532e-47	1.3227063002837438e-45
Isy1	0.4251950527273307	5.326716398050288	4.837830846269778e-47	5.5151271647475475e-45
Svil	0.4229252276842032	3.573231089019596	1.6501761738538446e-46	1.854326540504906e-44
Sepn1	0.4196556873724765	3.142718904161082	9.505607593517793e-46	1.0531142159240981e-43
Sell	0.41791469163585737	1.970979495144829	2.396073848788594e-45	2.617710679801539e-43
Ddx6	0.4174898720096587	1.6642823748924944	2.999970797172827e-45	3.2325712726796516e-43
Ctsd	-0.4174442408248465	2.627449698453532	3.0732225852647404e-45	3.2667525480665472e-43
Mrgpra2b	0.4160721348862445	2.302146904152843	6.336910650352029e-45	6.646151890089208e-43
Kctd12	0.4153495166060802	2.689064621325417	9.264225962417904e-45	9.58847387110253e-43
Rhoh	0.4150972289576692	2.275672352743606	1.0575398231016667e-44	1.0803387335737285e-42
Whsc1l1	0.41506881034871196	1.7014434055721022	1.0734189732823582e-44	1.082501749210132e-42
Adam8	0.41488603108438704	2.2458172139366614	1.181363755457117e-44	1.1762794051171749e-42
Bhlhe40	-0.41458375367297834	3.8936487827122415	1.3840390041725234e-44	1.3608563508526334e-42
Dnajb6	0.41430006316808493	2.041682742230438	1.6055383926313124e-44	1.559156172399741e-42
Stx11	0.41363962554551026	2.0611685539792157	2.2671169625626773e-44	2.1747734179900022e-42
Capzb	0.4125018128100764	1.8456844568074127	4.1007003772123446e-44	3.886278212909916e-42
Prr13	0.41020857947368033	2.382283934196945	1.3446210713034422e-43	1.2591415889134376e-41
Arhgdib	0.40811777762528956	2.285554221151911	3.938465633883915e-43	3.6447024324859856e-41
Xdh	0.40805256788854566	3.3392511823292015	4.072212729831476e-43	3.7246541084714405e-41
Coq10b	0.4073001097890348	3.1075661113279143	5.983471073336067e-43	5.409883156650747e-41
Fcgr2b	-0.4062105901048795	3.873404431917517	1.042751111011958e-42	9.320772999113706e-41
Taldo1	0.4040822851869587	1.9318864662973672	3.0677989596295586e-42	2.711382765892821e-40
Dhrs9	0.4030916519457595	2.9830724084170877	5.055959538116074e-42	4.418908636313449e-40
Bri3	-0.40245018456321596	3.651771367459949	6.980910999627214e-42	6.034268782754688e-40
Gapdh	0.40126098939533117	1.7649562555818512	1.26719554074802e-41	1.0834521873395572e-39
Irf1	0.40123718558483035	1.1714706239656227	1.2823774197158686e-41	1.0846430949983894e-39
Myl6	0.4005351162540728	1.5315870097101074	1.8212779571558928e-41	1.5240608947859843e-39
