	stat	logfc	pval	qval
Stk11	-0.4993233629275372	9.965784284662087	4.1957470084979655e-05	0.0024209951541649347
Son	-0.49981736136264215	1.952627645172229	4.111493377787692e-05	0.0024209951541649347
Rbm39	-0.4993233538343946	2.197749782922971	4.1957485739511817e-05	0.0024209951541649347
Arg2	-0.49862741089040036	3.6832303916341194	4.3171538744473584e-05	0.0024627400511051975
Basp1	-0.4973651279867286	2.807226901900033	4.5456736848952425e-05	0.002540057777930174
Arpc1b	-0.4973208520833107	2.6189923964027297	4.55388844648836e-05	0.002540057777930174
Cbl	-0.4957148385703688	2.692526583100679	4.8612967652292646e-05	0.002663502064596569
Dock2	-0.4948494851968	4.092103464778874	5.0347702787687445e-05	0.002663502064596569
Sgpl1	-0.49536424975443555	4.178029333353819	4.9309017182850505e-05	0.002663502064596569
Nfe2l2	-0.4948214147667588	2.235640746062218	5.040491954913826e-05	0.002663502064596569
Irf2bp2	-0.4950532292493838	4.135729032040457	4.993419897362468e-05	0.002663502064596569
H2-K1	-0.4939268084859063	0.7734157077707016	5.226016926351377e-05	0.0027199608124517396
Mllt6	-0.49378639824895704	2.9133654199768877	5.255701171470493e-05	0.0027199608124517396
Erbb2ip	-0.492506315912621	2.69252666453133	5.533590696729255e-05	0.0028059217472303894
Cd24a	-0.492659340659074	1.8057651052461794	5.4996718750880306e-05	0.0028059217472303894
Trim30a	-0.49071384051463324	0.5018993803625772	5.945536654735163e-05	0.0029846594006770516
Lilrb4a	-0.490451041775897	1.4455611344017703	6.0082562455499e-05	0.0029862818170950985
Ptprc	-0.4888585572259904	1.560119293086662	6.401555505621142e-05	0.0031199814211862265
Vasp	-0.4889771550317716	3.5330817649038146	6.371466758416809e-05	0.0031199814211862265
Cflar	-0.488178859398275	3.6832304625940875	6.576539132998188e-05	0.0031744448507356636
Sema4a	-0.48713971651878957	3.6832304480041875	6.85259797005129e-05	0.0032761944580626166
Ctsb	-0.48647194481416767	0.7705030957953741	7.035592770128167e-05	0.0033008108136489155
Ubald2	-0.4865727272504876	4.258956238558447	7.007689096660411e-05	0.0033008108136489155
Dock10	-0.48599328532987934	3.0435753373134222	7.169522542003977e-05	0.003332500292672219
Rhog	-0.48353320771075103	2.4780937319157115	7.89567810174654e-05	0.0035708382045736608
Srgn	-0.4838909293632577	0.9698874114214262	7.786040494867932e-05	0.0035708382045736608
Cd9	-0.4836557147115224	1.9188102933619646	7.857972067426498e-05	0.0035708382045736608
Hdc	-0.482779167459946	0.28508661283949266	8.131454031685884e-05	0.003644633860630637
Cpd	-0.4810028134976716	9.965784284662087	8.712737091158059e-05	0.003836661420843286
Ninj1	-0.4811141323212616	1.6971972935097017	8.675215801183213e-05	0.003836661420843286
Adgre5	-0.48064949569394977	3.1484651002633868	8.832818338397436e-05	0.003855717222500446
Mafg	-0.47960098665359063	2.692526583100679	9.198195181809537e-05	0.003980598259714127
Tmbim6	-0.4784649646366065	1.1137950435510562	9.60972361800882e-05	0.004123146372855066
Tnip1	-0.47740882395780165	2.692526574201155	0.00010007435845440536	0.004257400673229788
Nfkb2	-0.47574414619640865	4.000532953674009	0.00010665129621792465	0.004499071487512452
Tyrobp	-0.4753567817426551	2.065067263409192	0.00010823763237075739	0.004527940954176684
Cyfip1	-0.47509152322236514	9.965784284662087	0.00010933639652153141	0.004536105045769319
Ptbp3	-0.47402781668250205	3.559244738012633	0.00011384626999114532	0.004684494060291389
Fcgr3	-0.47288798068937676	1.6149950252518188	0.00011886810877265668	0.004821226282949484
Actr2	-0.47276623486653385	3.012125175051439	0.00011941634559563308	0.004821226282949484
Tnfaip2	-0.47262605800535507	1.2220754945109331	0.00012005045525272619	0.004821226282949484
Ier5	-0.4717414322280269	0.7519189251151728	0.00012412404296704372	0.004835795409928604
Ccl3	-0.4715213816439163	1.0061638310726024	0.00012515686764558764	0.004835795409928604
Fxyd5	-0.4718668771391926	2.1807542608620287	0.0001235387653261805	0.004835795409928604
Ralb	-0.4715059141257696	9.965784284662087	0.00012522976161169692	0.004835795409928604
Skil	-0.4719580309550983	1.4126347946575504	0.00012311506748960963	0.004835795409928604
Junb	-0.4702764488763577	1.2509863622508406	0.0001311501415428462	0.005025753515611358
Rab11fip1	-0.47004769040869565	9.965784284662087	0.0001322796500496021	0.005030635176128807
Ccnl1	-0.4695701380850375	1.5277923632495416	0.0001346664185428263	0.0050828979028946465
C5ar1	-0.46890715694521656	4.047069102959638	0.0001380454883635224	0.0051715548625737495
Atp6v1g1	-0.46696313162666814	1.9188102366936048	0.00014840730476163076	0.005518553110395455
Lrrfip1	-0.4665551022930996	3.902537472742273	0.00015067071960843438	0.005561522150252505
Tnfaip8	-0.4650359289462408	9.965784284662087	0.0001593790061329019	0.005798123959186291
Fth1	-0.4650339476405975	1.3824224603834099	0.00015939065863898567	0.005798123959186291
Pde4b	-0.4642700012099058	1.5277921536546448	0.00016394224848091934	0.00592079199549795
Clec4e	-0.4637120193972387	2.0865323369795066	0.0001673416347252641	0.005957836924261176
Ube2d3	-0.4637741747749527	1.6429229927410691	0.0001669597953232831	0.005957836924261176
Scgb1a1	0.46283835716274085	3.724746224763845	0.00017279415713257622	0.0061086385127150184
Myo1f	-0.4619876563720496	2.9133654218818785	0.00017825930141041974	0.006257774077484665
Bst1	-0.4617371905490292	9.965784284662087	0.00017989826933559276	0.006271453556004692
B4galt1	-0.45920621199137157	4.722185454332836	0.00019725189743655157	0.006828996725044751
Ehbp1l1	-0.45898298664483267	9.965784284662087	0.00019885368973019516	0.006837298098942327
Cd33	-0.4584719537895785	2.7850144479399854	0.0002025656099251995	0.006917546679078242
Clec4d	-0.45779333234872605	0.5640933051508538	0.00020759282310561534	0.007018503051226438
Jak2	-0.4576966688018279	3.6832304559623146	0.00020831811845273688	0.007018503051226438
Jund	-0.4573743086820601	2.7395215784987386	0.00021075367067711765	0.007053222845327537
B430306N03Rik	-0.45603663797239236	2.9133654218818785	0.0002211411087099484	0.007351843481615504
Ralgds	-0.4556539976057884	1.3762051301401297	0.0002241973736232931	0.007404413260453495
Notch2	-0.4548786506662868	3.6832303750546864	0.0002305090327322571	0.007563106825594318
Tes	-0.45398550561992485	3.6832304559623146	0.0002379806816926597	0.007757552091539947
Fmnl1	-0.45350465592162875	4.000532631872758	0.0002420942849191973	0.00784073103415723
Pygl	-0.45289253037651905	9.965784284662087	0.0002474249172525978	0.007962006952615648
Atp1b3	-0.4525736936719247	2.692526532373383	0.0002502437460156671	0.008001424235660184
Cd14	-0.4520914081963362	3.262210344119287	0.000254563406214096	0.00808802721009343
Baz2b	-0.45137247993090096	9.965784284662087	0.00026112912808079876	0.008244454232488112
Rel	-0.45078564574980523	1.985664615831929	0.0002666027147304778	0.008312705763645956
Vav1	-0.45085723389373844	3.559244587128992	0.00026592942502540916	0.008312705763645956
Cdc42	-0.45024726810454163	2.0702072207124025	0.0002717162623893368	0.008419849612311547
Mark2	-0.4491104375792043	3.2728335267304027	0.00028280932407087855	0.008687431425686478
Gpr84	-0.4490096475084396	9.965784284662087	0.0002838125007594786	0.008687431425686478
Cxcr2	-0.4473125490375026	4.72218539714052	0.00030119901562178673	0.00916375186922042
Rtn3	-0.4468067645135216	9.965784284662087	0.0003065655015950914	0.009270836253056379
Ppp1cb	-0.4463899774017838	2.9133654199768877	0.0003110530855743369	0.00935021850049803
Pik3r5	-0.44493847690048377	9.965784284662087	0.0003271531296548427	0.009775647088495895
Rac1	-0.44466658410139853	2.97996217793147	0.00033025211852105615	0.009809855828258591
Itgam	-0.4438811021267022	2.4780938560176105	0.0003393558206273024	0.010020977762053284
Msl2	-0.4435787925161886	9.965784284662087	0.00034292009582068274	0.010067011000115948
Parp14	-0.4429164445912556	0.6995382590593984	0.00035084880890798466	0.01023988965533769
Trim12a	-0.4427450754601792	0.8512811209441802	0.00035292721754111577	0.01024100943385203
Coro1a	-0.4425017970649408	2.4310474263715487	0.0003558970263406396	0.010267833748448339
Pxn	-0.44093635172941054	4.092103640431898	0.0003755580187592907	0.010773150023837939
Myl12b	-0.44054094689055967	2.8612864085592364	0.0003806780281314867	0.010834852849610182
Fgr	-0.44043767573025433	2.843493867309051	0.0003820256881237056	0.010834852849610182
Myo1d	-0.4399493013548773	9.965784284662087	0.0003884578653350477	0.01095538474147157
Sirpa	-0.43974793991999017	3.7971642919824644	0.00039113849500640085	0.010969358910235377
Coro1c	-0.43944978234515325	9.965784284662087	0.0003951386563491239	0.011019978082625566
Slc43a3	-0.4390078997599734	9.965784284662087	0.00040113557610791804	0.011125417635700269
Tsc22d3	-0.4383512696726273	3.191146155271512	0.000410199965497783	0.011314306740653136
Socs3	-0.43803122089693325	2.382397202072656	0.0004146852527027037	0.011375518953921162
Bri3	-0.43692606643597093	1.1461453930862326	0.0004305184818320679	0.01174566727607055
Ccrl2	-0.4356009685392333	1.0163116769018823	0.00045022651471967657	0.012216957318339331
Chil3	-0.43537432550648775	5.833135406592471	0.0004536783255864062	0.012244436529267521
F630028O10Rik	-0.43518521709785457	2.8290979369592764	0.00045657686829374494	0.012256769405532619
St3gal1	-0.4342753271991299	9.965784284662087	0.00047075986242587346	0.012570289943499388
Fmnl2	-0.4331851098582587	3.1044587298510633	0.0004882803128445476	0.012969138468146183
Dmxl2	-0.4313775720703601	2.4873196944444125	0.0005186376984920998	0.013702953928580742
Rbm8a	-0.4308098277806167	2.692526583100679	0.0005285206027633007	0.013890960344878375
Anp32b	-0.4302768984969999	9.965784284662087	0.0005379526874918933	0.014065221308381795
C3	-0.43011663626591573	2.2097670614262808	0.0005408188278640758	0.014066893864651089
Tnfaip3	-0.42977290887367814	0.7186159915409576	0.0005470128591732408	0.014082074631023943
Zfand3	-0.42984315120042793	9.965784284662087	0.0005457418710240575	0.014082074631023943
Vmp1	-0.4284248380257913	2.7700113375374436	0.0005719315603096425	0.014648451187522477
Capza2	-0.42706694445691745	1.8891742250734471	0.0005980684195038211	0.015240119116290265
Ctsz	-0.4268558706636724	1.0708184061365813	0.0006022270438943347	0.0152685846482301
Dgat2	-0.42646546920974876	9.965784284662087	0.0006099879705531348	0.015387636242094153
Siglece	-0.4252700053143976	4.092103558548535	0.0006343201817883359	0.01592143656288723
Snx10	-0.4244725783765023	2.3466033156350434	0.0006510362904033297	0.016099518117363126
Cdc42ep2	-0.42451205976113493	9.965784284662087	0.000650199361531182	0.016099518117363126
Runx1	-0.4244778826311582	3.559244789795894	0.0006509237937627349	0.016099518117363126
Il1f9	-0.42281865934717383	2.7262518275626064	0.0006869851978983109	0.01650121579521412
Phf3	-0.4234108850215527	3.2728334921340796	0.0006739113228263105	0.01650121579521412
Khdrbs1	-0.4233983632868997	9.965784284662087	0.000674185402580946	0.01650121579521412
Lilra6	-0.42281786849853775	9.965784284662087	0.0006870028090039344	0.01650121579521412
Atp6v1e1	-0.4229087412283299	1.6971973234197861	0.0006849818717270878	0.01650121579521412
Arpc1a	-0.4228715944444077	2.5677731148790426	0.0006858073353510894	0.01650121579521412
Slc7a11	-0.4209750863569219	0.4509964740494669	0.0007291670059947338	0.01743056366711221
Il17ra	-0.4204355106077978	9.965784284662087	0.0007419485598981918	0.017600044876209257
Trappc3	-0.42038025543011726	9.965784284662087	0.0007432688274415064	0.017600044876209257
Cmip	-0.41989279705915306	3.104458812438682	0.0007550085656317982	0.01779409858906867
Tpr	-0.41934207608663776	9.965784284662087	0.0007684734782918837	0.018026807761800264
Cd53	-0.4189550643627415	1.463433737647451	0.0007780652860674288	0.018166919702597643
2310001H17Rik	-0.4184229415489972	2.807226988213152	0.0007914303245189476	0.018322150638344407
Bnip2	-0.41839991666631104	9.965784284662087	0.0007920132845658837	0.018322150638344407
Ccnd3	-0.41725071401072966	9.965784284662087	0.0008216075332557662	0.018837905399715662
Setd8	-0.41709986216920963	3.2728335267304027	0.0008255655752863437	0.018837905399715662
Ssu72	-0.41720581679390933	1.8486806426539388	0.0008227837476584868	0.018837905399715662
Klhl2	-0.416901718902103	9.965784284662087	0.0008307906250024907	0.018871352658427615
Rffl	-0.41634983023468086	9.965784284662087	0.0008455018603146093	0.019119006030537563
Flii	-0.4160354553554559	9.965784284662087	0.0008539867097217725	0.019224274810777122
Prdx5	-0.4156843200181184	2.1255616972263547	0.0008635545816174023	0.019231694521819328
Nfat5	-0.4156957770786267	3.191146263227744	0.0008632408734657541	0.019231694521819328
Zfp36l1	-0.4156020829758081	2.1693102140767064	0.0008658093549663682	0.019231694521819328
Sntb2	-0.4154527213005335	9.965784284662087	0.000869918153140089	0.019237837571644257
Chchd2	-0.4151914290727781	1.9592965095163501	0.0008771484255893538	0.019312653931835774
Cebpg	-0.41434758267570443	3.6832303750546864	0.0009008708326917157	0.01966056694068502
Gabarap	-0.41425448088038264	0.6865032888667698	0.0009035232944544694	0.01966056694068502
Ddx6	-0.41421327851262635	1.7899948736986127	0.0009046993950793306	0.01966056694068502
Atp6ap2	-0.413473428208913	2.807226988213152	0.0009260546133599328	0.019838840345310686
Kmt2d	-0.4133824892277773	9.965784284662087	0.0009287106536151417	0.019838840345310686
Ube2g1	-0.4136047813441116	9.965784284662087	0.0009222303054227845	0.019838840345310686
Svil	-0.413561488891714	9.965784284662087	0.0009234891746975924	0.019838840345310686
Ccr1	-0.4128227959599796	1.388772251243902	0.0009452094442346914	0.020105726313805725
Atp6ap1	-0.4123798936109609	9.965784284662087	0.0009584523860019555	0.020228972813923336
Map2k3	-0.41235961026262385	9.965784284662087	0.0009590628545246522	0.020228972813923336
Cybb	-0.4121955094183807	9.965784284662087	0.0009640147165294833	0.020248342581497936
Gnai2	-0.41163561725657766	2.2475567043991194	0.0009810839504473788	0.02052100596352434
Cish	-0.40997512568691535	4.881122019298673	0.0010333217720545982	0.021502440487703906
Ptprj	-0.4098743350667773	9.965784284662087	0.0010365718322757661	0.021502440487703906
Furin	-0.4097318114780976	2.3574360955838256	0.0010411833271826555	0.021509219351674613
Ncf4	-0.4092248991332719	2.197749677185717	0.0010577352176764213	0.02152579356851495
Pfn1	-0.40952473421413726	2.722079611798652	0.0010479164763014088	0.02152579356851495
Nadk	-0.40918227788214667	2.4310474806281106	0.0010591376516779268	0.02152579356851495
Tnfrsf26	-0.40919007188616846	9.965784284662087	0.0010588810681873076	0.02152579356851495
Fam168b	-0.4089740914950758	9.965784284662087	0.0010660120478467395	0.021578147097542872
Tab2	-0.4085212082458462	9.965784284662087	0.0010811054846225257	0.021795781256245296
Sod2	-0.4082489775275447	1.985664468955695	0.001090270622942293	0.021892634108681246
Picalm	-0.4075292864739136	3.4232881486688105	0.0011148383997316277	0.022296767994632552
Atp8b4	-0.40702755632669696	3.6832303750546864	0.0011322595196693941	0.022466177030594302
Lman2l	-0.407122328100987	9.965784284662087	0.0011289501864140865	0.022466177030594302
Morc3	-0.40684687998529406	9.965784284662087	0.0011385927632275702	0.022502896344103948
Wdr1	-0.40654675032897497	3.2728335267304027	0.0011491837317308374	0.0225717055838307
Chmp2a	-0.40649364111346536	1.8122847171747167	0.001151067057661486	0.0225717055838307
Arf5	-0.4061317392955369	2.1106763047357435	0.0011639747511319241	0.022683511248642492
Mgea5	-0.40608068947416154	9.965784284662087	0.0011658059566035384	0.022683511248642492
BC005537	-0.4057149973314363	1.985664615831929	0.0011789996882988125	0.0228516541901932
Actb	-0.4053037730779835	2.202188711683099	0.0011939965763418149	0.023053318512445808
Ppp2ca	-0.40492891619636595	3.2728336970507574	0.0012078165208025023	0.02323080051505196
Cdk17	-0.40479630080662404	9.965784284662087	0.0012127400458052807	0.02323646957993324
Dmtf1	-0.4037394035305357	9.965784284662087	0.0012526287890143074	0.023818926215347813
Ubc	-0.40383479104313175	0.557612983126984	0.001248980895647046	0.023818926215347813
Safb	-0.40342364695553556	9.965784284662087	0.0012647726937000004	0.02395909027310944
Ctsl	-0.4032405514344563	9.965784284662087	0.0012718628915869851	0.024002825999122804
Pcbp1	-0.40289906156054683	1.9856647089446868	0.001285182322525526	0.024163353030255207
Syf2	-0.4026329572198015	9.965784284662087	0.0012956482235415615	0.024269231649920297
Tle3	-0.40239286576963973	9.965784284662087	0.0013051567232613577	0.024356456322572547
Lcn2	-0.40217537279186444	2.5944255973953636	0.0013138243424568625	0.024427400737531295
Klf2	-0.40186818265210356	2.065067206835866	0.001326154764464687	0.0245656712827038
Irf1	-0.40142743823645144	1.2290120940527773	0.0013440276624211655	0.02477009274704973
Ctsd	-0.40135321281989084	0.5298736126909616	0.0013470588286742186	0.02477009274704973
Nfkb1	-0.4005064082931686	2.5677731499296907	0.0013820774419357515	0.025321272841304643
